iso3,country,gain_score,vulnerability,wri_score,exposure,susceptibility,lack_coping,lack_adaptation,sp_coverage_rate,sp_year,gdp_per_capita,poverty_ratio,unemployment_rate,life_expectancy,health_exp_gdp,gini,bottom40_share,bottom20_share,top20_share,top10_share,palma_ratio,income_group,region_un,region_wb,mean_income_usd,adaptive_sp_score,has_trigger,has_registry,log_gdp,physical_exposure,gdp_inverted,socio_vulnerability,CLVI,sp_score,protection_gap,CLVI_0.6_0.4,CLVI_0.4_0.6,CLVI_0.7_0.3
JOR,Jordan,52.3235477520054,47.6764522479946,3.65,0.57,13.73,19.98,46.26,28.8,2022.0,4618.09592498567,0.1,16.535,77.814,7.66000605,33.1,20.1,8.2,42.41,25.9,1.29,Upper middle income,Asia,Middle East and North Africa,9304.0,,,,8.437737761674814,0.2561657854708325,0.9847152672383974,0.32888238659804236,0.29252408603443747,0.28800000000000003,0.004524086034437436,0.28525242592171646,0.2997957461471584,0.27798076580899544
KAZ,Kazakhstan,59.5741253231968,40.4258746768032,2.15,0.25,15.1,10.13,40.93,94.3,2023.0,14154.6324958076,0.0,4.771,74.402,3.76701546,27.45,23.36,9.8,37.44,22.98,0.98,Upper middle income,Asia,Europe and Central Asia,,,,,9.55779723435538,0.21021730214156623,0.9515772103485157,0.27515211135964407,0.24268470675060516,0.943,-0.7003152932493948,0.23619122582879737,0.24917818767241293,0.22969774490698958
KEN,Kenya,40.2536977524334,59.7463022475666,13.71,3.27,58.22,57.81,56.55,9.0,2021.0,2132.43452097647,46.9,5.449,63.646,4.35172892,40.78,16.4,6.15,47.52,31.56,1.92,Lower middle income,Africa,Sub-Saharan Africa,,,,,7.665019573607885,0.571783148273258,0.9933525737074,0.5374945866712257,0.5546388674722419,0.09,0.4646388674722419,0.5580677236324452,0.5512100113120386,0.5614965797926483
KIR,Kiribati,44.5256740585083,55.4743259414917,2.75,0.69,9.79,2.8,47.94,21.0,2019.0,2288.63471423684,6.1,,66.473,10.94525623,36.97,18.16,6.59,43.95,29.25,1.61,Lower middle income,Oceania,East Asia and the Pacific,,,,,7.735710724097179,0.19659168698692808,0.9928098010926218,0.3835029600882881,0.2900473235376081,0.21,0.0800473235376081,0.2713561962274721,0.3087384508477441,0.2526650689173361
PRK,"Korea, Democratic People's Repub",43.9605276828717,56.0394723171283,12.75,7.22,14.11,13.76,58.81,,,,,3.545,73.642,,,,,,,,,,,,,,,,0.30942873905973833,0.9752340480673443,0.37268069493944955,0.34105471699959394,0.413,-0.07194528300040604,0.3347295214116228,0.34737991258756507,0.3284043258236517
KOR,"Korea, Republic of",68.5056828854251,31.494317114574898,10.84,9.96,8.71,8.04,23.43,,,36238.639908315,0.2,2.683,83.4292682926829,8.67656994,35.5,17.89,5.94,41.53,25.8,1.44,High income,Asia,East Asia and the Pacific,,,,,10.497881229328884,0.1564317234641059,0.8748385444232649,0.3215811263537167,0.2390064249089113,0.413,-0.17399357509108868,0.22249148461995022,0.2555213651978724,0.2059765443309891
KWT,Kuwait,55.4030070099247,44.5969929900753,2.88,1.05,5.98,2.58,32.21,,,32717.7186631255,,2.181,83.1878048780488,4.96311998,36.02,16.59,5.93,44.89,26.0,1.38,High income,Asia,Middle East and North Africa,,,,,10.39567206527631,0.12754194571346666,0.8870732260250602,0.33276398767286886,0.23015296669316776,0.413,-0.18284703330683222,0.20963076249722754,0.25067517088910796,0.1891085583012873
KGZ,Kyrgyzstan,54.1552434821698,45.8447565178302,2.42,0.22,33.53,11.08,50.27,,,2420.18542283831,2.7,3.526,72.2487804878049,4.50344467,27.34,23.59,9.9,37.45,23.28,0.99,Lower middle income,Asia,Europe and Central Asia,108.0,,,,7.791599437223058,0.30973891687386157,0.9923526817985086,0.29298847105179665,0.30136369396282914,0.413,-0.11163630603717084,0.3030387385450356,0.2996886493806226,0.30471378312724207
LAO,Lao People's Democratic Republic,42.4996424860974,57.5003575139026,2.79,0.38,10.35,13.61,60.47,,,2123.97909415109,15.7,1.187,68.964,1.32651615,36.39,19.1,7.56,44.6,29.76,1.56,Lower middle income,Asia,East Asia and the Pacific,,,,,7.661046539634995,0.2756131415557995,0.9933819550675078,0.40645727986869257,0.3410352107122461,0.413,-0.0719647892877539,0.32795079688095674,0.35411962454353535,0.3148663830496674
LVA,Latvia,60.9996635809667,39.0003364190333,2.74,0.79,9.29,2.29,40.13,,,23409.0845154775,0.4,6.568,75.6780487804878,7.27783823,35.6,17.900000000000002,6.2,41.8,26.1,1.46,High income,Europe,Europe and Central Asia,1212.0,,,,10.060879453162286,0.1655359881279695,0.9194193556352221,0.33466223751787366,0.2500991128229216,0.413,-0.1629008871770784,0.23318648788393115,0.267011737761912,0.21627386294494072
LBN,Lebanon,44.4622586400712,55.5377413599288,3.86,0.38,21.99,46.97,57.95,20.0,2022.0,3477.72489842684,5.9,10.985,77.817,5.57497263,31.83,20.55,7.86,39.96,24.79,1.21,Upper middle income,Asia,Middle East and North Africa,,,,,8.15413359415124,0.40851831015894097,0.9886778882248571,0.33633105798052443,0.3724246840697327,0.2,0.17242468406973271,0.37964340928757434,0.365205958851891,0.38686213450541596
LSO,Lesotho,41.5196792456659,58.4803207543341,1.38,0.07,23.92,14.02,61.02,,,971.90771824829,41.9,16.315,57.375,12.61182117,54.18,9.63,2.84,58.21,40.88,4.25,Lower middle income,Africa,Sub-Saharan Africa,962.0,,,,6.87926085987957,0.3240679324311034,0.9973852330408424,0.6914363094929061,0.5077521209620047,0.413,0.09475212096200475,0.4710152832558245,0.544488958668185,0.4342784455496442
LBR,Liberia,37.1309826722364,62.8690173277636,2.99,0.54,20.2,3.53,63.23,,,851.497723870206,33.6,2.884,62.163,13.00574875,35.27,18.81,7.21,42.82,27.1,1.44,Low income,Africa,Sub-Saharan Africa,,,,,6.746996827016617,0.28900445154979254,0.9978036399975168,0.4488528628892138,0.3689286572195032,0.413,-0.04407134278049679,0.352943816085561,0.38491349835344524,0.33695897495161886
LBY,Libyan Arab Jamahiriya,44.3190114126449,55.6809885873551,13.93,4.94,23.84,53.86,47.13,66.1,2021.0,6569.16408678648,,18.758,69.339,7.80515862,30.2,,,,,,Upper middle income,Africa,Middle East and North Africa,,,,,8.790141871540236,0.4145777217940676,0.9779355933744488,0.3305664831574786,0.3725721024757731,0.6609999999999999,-0.2884278975242268,0.380973226339432,0.3641709786121142,0.38937435020309086
LIE,Liechtenstein,,,0.72,0.09,6.68,1.0,27.77,,,206780.590353385,,,84.8414634146342,5.71460724,,,,,,,,,,,,,,12.23941356011961,0.10536485253657846,0.2822304404234033,0.1994297930284643,0.15239732278252138,0.413,-0.2606026772174786,0.1429908287333328,0.16180381683170997,0.1335843346841442
LTU,Lithuania,61.9371943452482,38.0628056547518,2.31,0.64,6.98,2.08,39.5,,,29384.0189598663,1.1,6.731,76.9878048780488,7.59519005,36.9,17.5,6.1000000000000005,43.3,27.6,1.58,High income,Europe,Europe and Central Asia,558.0,,,,10.28820623274386,0.15413838132495936,0.8986573404045287,0.3437588835382548,0.2489486324316071,0.413,-0.1640513675683929,0.22998658221027754,0.2679106826529366,0.21102453198894797
LUX,Luxembourg,67.1894851941246,32.8105148058754,0.64,0.06,5.36,5.76,10.22,,,137781.681659123,0.1,6.343,83.3585365853659,5.89136267,30.9,20.7,7.7,38.7,23.6,1.14,High income,Europe,Europe and Central Asia,,,,,11.83342569446625,0.05201092411345292,0.5219914631668148,0.1945086314532548,0.12325977778335387,0.413,-0.2897402222166461,0.10901000704937369,0.13750954851733405,0.09476023631539349
MKD,Macedonia,55.0971927374185,44.9028072625815,1.3,0.1,9.54,10.36,48.99,50.5,2022.0,9291.85661671864,3.9,12.256,75.3160975609756,7.42730284,32.4,18.8,6.0,38.3,22.8,1.21,Upper middle income,Europe,Europe and Central Asia,,,,,9.136893662940274,0.22039565574390155,0.9684746387311666,0.32878737522056456,0.27459151548223304,0.505,-0.23040848451776696,0.2637523435345668,0.28543068742989935,0.2529131715869004
MDG,Madagascar,35.1642132439695,64.8357867560305,23.59,18.38,25.97,15.27,69.94,15.4,2022.0,544.987501003384,69.2,3.041,63.632,3.42822957,42.65,15.75,5.72,49.42,33.49,2.13,Low income,Africa,Sub-Saharan Africa,602.0,,,,6.3007628604615125,0.43797489857387556,0.9988687177778262,0.6232498097775538,0.5306123541757147,0.154,0.3766123541757147,0.5120848630553468,0.5491398452960825,0.49355737193497906
MWI,Malawi,36.8830805401972,63.1169194598028,3.17,0.35,25.65,14.03,65.31,19.9,2022.0,522.570393642547,75.4,5.072,67.353,6.53459597,44.69,16.21,6.390000000000001,51.67,38.09,2.35,Low income,Africa,Sub-Saharan Africa,,,,,6.258759699439144,0.3465739766976965,0.9989466139169029,0.661843160766279,0.5042085687319877,0.19899999999999998,0.30520856873198776,0.47268165032512954,0.535735487138846,0.44115473191827126
MYS,Malaysia,56.9345275458025,43.0654724541975,14.04,8.64,15.9,20.01,37.42,29.2,2023.0,11874.4273684245,0.0,3.764,76.657,3.95760036,41.04,15.93,5.82,47.26,31.26,1.96,Upper middle income,Asia,East Asia and the Pacific,,,,,9.382142406133784,0.2630394602294948,0.9595005865837634,0.39462964608452,0.3288345531570074,0.292,0.0368345531570074,0.3156755345715049,0.34199357174250994,0.3025165159860024
MDV,Maldives,45.2104039622165,54.7895960377835,1.19,0.11,6.9,9.96,30.83,,,13379.3513577224,0.0,4.514,81.041,9.24973583,37.0,18.0,7.0,43.0,28.86,1.6,Upper middle income,Asia,South Asia,,,,,9.501467854011016,0.14467640700413617,0.9542711978636609,0.3557881742008995,0.25023229060251784,0.413,-0.16276770939748214,0.2291211138828415,0.27134346732219417,0.20800993716316515
MLI,Mali,35.2664673890902,64.7335326109098,2.31,0.08,61.03,70.18,68.44,12.6,2022.0,1094.61949265799,36.1,2.831,60.439,3.81316996,33.04,20.05,7.97,41.3,25.68,1.28,Low income,Africa,Sub-Saharan Africa,922.0,,,,6.998162086570615,0.6498196763421955,0.9969588277383252,0.43671926895324487,0.5432694726477202,0.126,0.4172694726477202,0.5645795133866153,0.5219594319088251,0.5858895541255102
MLT,Malta,58.6054490701846,41.3945509298154,0.88,0.15,4.67,2.07,13.99,,,43898.5781808597,0.1,2.896,83.5073170731707,8.84301376,28.7,22.1,8.8,37.4,23.0,1.04,High income,Europe,Europe and Central Asia,,,,,10.689637210859036,0.0522952286601825,0.8482213896141274,0.2592701222917571,0.1557826754759698,0.413,-0.2572173245240302,0.13508518611281234,0.17648016483912726,0.11438769674965488
MHL,Marshall Islands,41.6739701785404,58.3260298214596,2.69,0.5,12.33,5.44,45.2,25.2,2019.0,7726.33668877794,2.1,,66.945,13.40528965,,,,,,,,,,,,,,8.952390120943276,0.20274708986908035,0.973914589393451,0.3705923308571427,0.2866697103631115,0.252,0.034669710363111506,0.2698851862643053,0.30345423446191777,0.25310066216549904
MRT,Mauritania,38.8037795481376,61.1962204518624,9.01,2.91,23.17,15.14,61.82,11.2,2020.0,2110.12036938187,10.2,10.319,68.484,4.34333467,32.62,19.9,7.53,40.19,24.93,1.25,Lower middle income,Africa,Sub-Saharan Africa,,,,,7.654500271943401,0.33881453873597933,0.9934301120903863,0.3563081744950937,0.34756135661553655,0.11199999999999999,0.23556135661553657,0.34581199303962507,0.34931072019144793,0.34406262946371363
MUS,Mauritius,57.6056928559842,42.3943071440158,3.6,0.73,12.43,9.82,45.94,,,11990.7798944837,0.5,5.635,73.4121951219512,5.56544495,38.47,18.18,7.01,46.2,31.61,1.74,Upper middle income,Africa,Sub-Saharan Africa,,,,,9.391893291317684,0.22006463731334935,0.9590962787305719,0.372458881248218,0.2962617592807837,0.413,-0.11673824071921629,0.28102233488729683,0.31150118367427054,0.2657829104938099
MEX,Mexico,48.7384836133905,51.2615163866095,38.17,50.08,44.78,12.28,44.76,80.8,2022.0,14185.7812248529,2.3,2.673,75.069,5.50398684,47.5,13.6,4.7,53.2,37.6,2.76,Upper middle income,Americas,Latin America and the Caribbean,3156.0,,,,9.559995419737918,0.5250662721522913,0.9514689731129653,0.46789133982430464,0.49647880598829797,0.8079999999999999,-0.311521194011702,0.5021962992210967,0.4907613127554993,0.5079137924538952
FSM,"Micronesia, Federated States of",37.293342416924,62.706657583076,4.37,1.12,10.0,10.9,45.63,,,4166.00476748564,26.1,,67.198,12.88087559,40.06,16.2,5.53,46.02,29.72,1.83,Lower middle income,Oceania,East Asia and the Pacific,,,,,8.334712766199917,0.21545280390422172,0.9862862172772706,0.4670971013654428,0.34127495263483226,0.413,-0.07172504736516772,0.31611052288871017,0.3664393823809544,0.290946093142588
MDA,"Moldova, Republic of",52.3078506614329,47.6921493385671,1.33,0.1,11.78,9.73,48.54,,,7576.19589413326,0.1,1.505,71.198,6.7359705,25.9,24.04,9.98,36.08,21.67,0.9,Lower middle income,Europe,Europe and Central Asia,144.0,,,,8.932766491729783,0.22450462607886731,0.974436306492471,0.26896431076438415,0.24673446842162572,0.413,-0.16626553157837426,0.24228849995307405,0.25118043689017744,0.23784253148452233
MCO,Monaco,,,0.24,0.02,2.79,1.0,7.75,,,288001.433369041,,,86.372,3.11959291,,,,,,,,,,,,,,12.570720736081537,0.019576513042426528,1.1102230246251565e-16,0.12887218292261352,0.07422434798252002,0.413,-0.33877565201747994,0.06329478099450132,0.08515391497053872,0.05236521400648262
MNG,Mongolia,54.8485794048496,45.1514205951504,2.11,0.21,18.2,11.63,44.67,93.5,2021.0,6750.6301157724,0.4,5.233,72.1224390243902,6.07207489,32.35,20.45,8.03,40.57,25.62,1.25,Lower middle income,Asia,East Asia and the Pacific,,,,,8.81739112999449,0.23875037617997544,0.9773050257100291,0.3219590011265391,0.28035468865325724,0.935,-0.6546453113467428,0.2720338261586009,0.28867555114791366,0.26371296366394453
MNE,Montenegro,55.1439629361699,44.8560370638301,3.13,0.83,8.37,4.39,44.66,,,13263.3281277699,2.5,13.572,77.5878048780488,9.6549921,31.93,20.76,8.46,40.51,25.72,1.24,Upper middle income,Europe,Europe and Central Asia,,,,,9.492758222275022,0.18531593403122526,0.9546743614614892,0.3195944508385621,0.25245519243489367,0.413,-0.1605448075651063,0.23902734075416,0.26588304411562735,0.2255994890734263
MAR,Morocco,53.1212226891785,46.8787773108215,9.96,7.63,14.98,12.02,12.17,42.6,2023.0,4153.1943359375,3.7,9.0,75.313,6.06396198,39.55,17.45,6.7,47.0,31.89,1.83,Lower middle income,Africa,Middle East and North Africa,,,,,8.331633036645623,0.14043267807183565,0.9863307316359452,0.39844340077482987,0.2694380394233328,0.42600000000000005,-0.15656196057666727,0.24363696715303335,0.29523911169363215,0.21783589488273392
MOZ,Mozambique,38.5185299132892,61.4814700867108,34.61,18.1,65.78,64.15,68.65,6.0,2022.0,656.776824637306,81.4,6.628,63.611,8.50126553,43.9,15.71,5.67,50.35,36.03,2.29,Low income,Africa,Sub-Saharan Africa,,,,,6.487344272249701,0.7181237402957825,0.9984802663794856,0.6723663612631203,0.6952450507794514,0.06,0.6352450507794514,0.6998207886827177,0.6906693128761852,0.7043965265859838
MMR,Myanmar,36.8926098644018,63.1073901355982,36.16,22.43,52.14,58.83,64.54,6.3,2019.0,1359.05001560107,10.3,3.047,66.889,4.45748425,38.07,18.67,7.33,45.73,31.71,1.7,Lower middle income,Asia,East Asia and the Pacific,,,,,7.214541216712384,0.6571139562395301,0.9960399707038418,0.40653544445744355,0.5318247003484868,0.063,0.46882470034848683,0.5568825515266955,0.5067668491702781,0.581940402704904
NAM,Namibia,46.2852442535929,53.7147557464071,5.68,1.32,23.57,12.03,51.41,52.1,2022.0,4413.12752211572,22.9,19.291,67.385,9.48251629,56.0,8.1,2.6,65.9,50.2,6.2,Upper middle income,Africa,Sub-Saharan Africa,,,,,8.392338905773798,0.2869520595295386,0.985427502182865,0.7174932839781242,0.5022226717538314,0.521,-0.018777328246168623,0.4591685493089729,0.5452767941986899,0.41611442686411426
NRU,Nauru,53.4225171962699,46.5774828037301,1.0,0.11,9.01,2.89,29.47,,,13609.158837552,9.7,,62.109,18.21076012,,16.2,5.2,45.3,30.0,1.85,Upper middle income,Oceania,East Asia and the Pacific,,,,,9.51849828900018,0.1253328079672585,0.9534726507932691,0.3961021508713457,0.2607174794193021,0.413,-0.15228252058069786,0.2336405451288934,0.2877944137097108,0.20656361083848465
NPL,Nepal,43.6031770748274,56.3968229251726,2.57,0.25,27.73,13.01,50.73,21.0,2022.0,1447.31004458428,2.4,10.465,70.354,6.15843678,32.84,20.44,8.32,41.51,26.41,1.29,Low income,Asia,South Asia,,,,,7.277461970842152,0.2975872682039723,0.9957332801312394,0.33684116121494334,0.3172142147094578,0.21,0.10721421470945783,0.3132888254083607,0.3211396040105549,0.3093634361072636
NLD,Netherlands,65.8722724730304,34.12772752696959,4.32,2.2,5.6,3.28,33.07,100.0,2022.0,67520.4218956281,0.1,3.874,81.9146341463415,10.00551128,27.0,23.3,9.1,36.1,22.1,0.95,High income,Europe,Europe and Central Asia,,,,,11.120185377704525,0.1359407982544669,0.766138969539433,0.22528797191278757,0.18061438508362723,1.0,-0.8193856149163727,0.1716796677177952,0.1895491024494593,0.16274495035196307
NZL,New Zealand,69.2704861108011,30.7295138891989,14.04,17.99,6.62,6.09,32.7,100.0,2023.0,49205.1792146792,,5.076,83.0048780487805,10.06186676,34.1,19.2,7.32,42.23,26.3,1.37,High income,Oceania,East Asia and the Pacific,,,,,10.80375416553109,0.2078372250490154,0.8297817343320778,0.3067142343484136,0.2572757296987145,1.0,-0.7427242703012855,0.24738802876877466,0.26716343062865433,0.23750032783883485
NIC,Nicaragua,41.6942889884693,58.3057110115307,21.76,18.71,21.37,14.04,54.02,15.3,2021.0,2847.53966339498,6.6,5.04,74.947,8.29879284,46.16,14.31,5.14,52.06,37.21,2.6,Lower middle income,Americas,Latin America and the Caribbean,,,,,7.9542106244236175,0.36232792495014277,0.9908676888945829,0.47635417342136244,0.4193410491857526,0.153,0.26634104918575263,0.40793842433863065,0.43074367403287456,0.39653579949150863
NER,Niger,35.0891052312767,64.9108947687233,2.16,0.07,68.67,67.85,63.1,20.6,2015.0,735.270255787226,60.5,0.394,61.183,4.04895782,34.28,19.59,7.79,42.42,27.02,1.38,Low income,Africa,Sub-Saharan Africa,,,,,6.600238126578222,0.6495151034439102,0.9982075132927007,0.5196659817458131,0.5845905425948617,0.20600000000000002,0.37859054259486163,0.5975754547646713,0.571605630425052,0.610560366934481
NGA,Nigeria,38.5734109995968,61.4265890004032,9.17,1.32,57.49,66.17,68.06,14.8,2022.0,1084.16041805436,41.8,3.064,54.462,4.19086456,44.7,12.68,4.41,54.01,32.730000000000004,2.17,Lower middle income,Africa,Sub-Saharan Africa,996.0,,,,6.988561158185594,0.6288591255805518,0.9969951714787028,0.5561099065640601,0.592484516072306,0.14800000000000002,0.444484516072306,0.599759437973955,0.5852095941706568,0.6070343598756043
NOR,Norway,75.4583051443586,24.5416948556414,2.89,1.06,6.55,3.18,23.67,99.3,2023.0,86785.4334489176,0.2,4.637,83.1121951219512,9.42925453,24.8,24.3,9.2,34.300000000000004,20.5,0.84,High income,Europe,Europe and Central Asia,,,,,11.371194069156742,0.10056446351694373,0.6991958981113418,0.19166993384736464,0.14611719868215417,0.993,-0.8468828013178458,0.1370066516491121,0.15522774571519626,0.12789610461606998
OMN,Oman,54.1987809750079,45.8012190249921,7.53,6.68,14.18,4.81,8.94,,,20285.2272897377,,3.251,80.031,3.49047446,30.7,17.0,6.1000000000000005,45.2,,,High income,Asia,Middle East and North Africa,,,,,9.917648180396,0.10028354340602832,0.9302742983802812,0.32160624215125355,0.21094489277864092,0.413,-0.20205510722135905,0.1888126229041184,0.23307716265316347,0.16668035302959588
PAK,Pakistan,39.2143381457614,60.7856618542386,26.45,13.11,40.23,60.92,62.06,20.2,2022.0,1478.77277977996,16.5,5.42,67.649,2.51988316,33.45,21.08,8.86,42.79,28.9,1.37,Lower middle income,Asia,South Asia,,,,,7.298967819927933,0.5777479392368484,0.9956239517706671,0.38477866766122026,0.48126330344903434,0.20199999999999999,0.2792633034490344,0.5005602306065972,0.4619663762914715,0.51985715776416
PLW,Palau,46.6070117228557,53.3929882771443,2.21,0.36,7.3,10.17,33.34,,,15610.8231931032,,,69.269,10.85468197,43.0,10.0,3.0,56.0,38.0,3.8,High income,Oceania,East Asia and the Pacific,14800.0,,,,9.655719747103229,0.1567092773231758,0.9465171626245715,0.4806836932180838,0.31869648527062977,0.413,-0.09430351472937021,0.286299043681139,0.3510939268601206,0.2539016020916482
PAN,Panama,48.688522072953,51.311477927047,18.82,15.89,26.4,10.81,38.82,66.1,2022.0,19161.2188501596,3.1,8.36,79.594,8.33022976,49.8,11.2,3.3000000000000003,53.9,37.3,3.33,High income,Americas,Latin America and the Caribbean,,,,,9.860643663810505,0.3038948058884084,0.9341800617922739,0.5011308307245529,0.40251281830648067,0.6609999999999999,-0.25848718169351925,0.3827892158228662,0.42223642079009505,0.3630656133392517
PNG,Papua New Guinea,37.0950465041816,62.9049534958184,26.3,18.84,56.19,13.85,63.58,9.1,2022.0,3006.70564478923,52.2,2.571,66.134,2.87081432,41.85,15.06,5.07,47.34,31.0,2.06,Lower middle income,Oceania,East Asia and the Pacific,,,,,8.008600288203386,0.5158317881324278,0.9903146106038211,0.5639034618427367,0.5398676249875822,0.091,0.44886762498758226,0.5350604576165513,0.544674792358613,0.5302532902455204
PRY,Paraguay,49.4282815951706,50.5717184048294,1.68,0.14,12.71,12.56,51.9,36.1,2021.0,6416.09708970845,2.1,4.803,73.844,8.35731316,47.4,13.1,4.3,52.5,36.5,2.79,Upper middle income,Americas,Latin America and the Caribbean,,,,,8.766565281867711,0.24862818833068898,0.9784674785949862,0.4746018711872083,0.36161502975894866,0.36100000000000004,0.0006150297589486153,0.3390176614732967,0.38421239804460056,0.31642029318764475
PER,Peru,48.9695246535664,51.0304753464336,25.55,16.65,27.28,46.96,47.1,25.1,2021.0,8452.37167056621,5.1,5.117,77.74,5.63786411,43.9,14.2,4.7,49.1,32.7,2.3000000000000003,Upper middle income,Americas,Latin America and the Caribbean,,,,,9.042202352043386,0.4504396943927283,0.9713917250021838,0.44235107979701094,0.4463953870948696,0.251,0.1953953870948696,0.44720424855444135,0.4455865256352979,0.44801311001401306
PHL,Philippines,45.6051740422682,54.3948259577318,46.86,39.99,51.21,58.84,54.98,34.9,2022.0,3984.8315387656,5.3,2.235,69.833,5.10122538,44.35,14.97,5.69,50.88,34.81,2.33,Lower middle income,Asia,East Asia and the Pacific,,,,,8.290250316495268,0.6874690474804935,0.9869157675039869,0.4506159193739643,0.569042483427229,0.349,0.22004248342722899,0.5927277962378819,0.545357170616576,0.6164131090485347
POL,Poland,61.5406496530338,38.4593503469662,4.22,1.73,5.2,5.21,40.15,84.2,2023.0,25103.565661423,0.2,2.976,78.5073170731707,8.06380177,27.8,22.6,8.6,36.7,22.1,0.98,High income,Europe,Europe and Central Asia,1068.0,,,,10.130765173254584,0.1642018732820363,0.9135312837764116,0.26829535410751765,0.216248613694777,0.8420000000000001,-0.6257513863052231,0.20583926561222887,0.2266579617773251,0.1954299175296807
PRT,Portugal,62.77194932928,37.22805067072,5.32,3.07,8.09,6.93,14.04,100.0,2022.0,29292.242104753,0.4,6.164,82.2804878048781,10.24061108,32.1,20.5,7.7,40.2,25.2,1.23,High income,Europe,Europe and Central Asia,,,,,10.28507798536437,0.09036510170293666,0.8989762514288123,0.30014054084365005,0.19525282127329335,1.0,-0.8047471787267066,0.17427527735922202,0.2162303651873647,0.15329773344515069
QAT,Qatar,59.5874339653502,40.4125660346498,1.15,0.15,4.44,7.98,19.53,,,76688.6941743178,0.0,0.13,82.368,2.52358818,24.6,24.4,10.0,34.4,,,High income,Asia,Middle East and North Africa,,,,,11.24750957328727,0.08959339465210875,0.7342805767050038,0.22864255491391852,0.15911797478301365,0.413,-0.25388202521698633,0.14521305875683266,0.1730228908091946,0.13130814273065167
ROU,Romania,51.4451157086373,48.5548842913627,3.33,0.71,9.25,8.68,47.28,79.8,2022.0,20080.2096215595,0.7,5.992,76.6073170731707,5.70901489,35.1,17.6,5.6000000000000005,40.6,24.5,1.39,Upper middle income,Europe,Europe and Central Asia,348.0,,,,9.907490013071868,0.21045176716638334,0.9309867045144229,0.3328227030072814,0.27163723508683235,0.798,-0.5263627649131677,0.25940014150274254,0.28387432867092216,0.24716304791865273
RUS,Russian Federation,58.384897958142,41.615102041858,28.2,28.35,14.97,39.0,37.81,,,14889.0185546875,0.1,2.133,73.2546341463415,7.04438496,35.800000000000004,18.19,6.6,42.63,26.65,1.47,Upper middle income,Europe,Europe and Central Asia,2208.0,,,,9.608379210455828,0.3957435936832916,0.9490253271970625,0.3427458764690569,0.3692447350761743,0.413,-0.0437552649238257,0.3745445067975977,0.3639449633547508,0.37984427851902114
RWA,Rwanda,43.2704065084245,56.7295934915755,2.69,0.16,33.52,45.17,61.26,7.7,2023.0,999.65456165547,38.6,11.363,67.785,5.12708998,43.71,15.83,6.0200000000000005,50.82,35.63,2.25,Low income,Africa,Sub-Saharan Africa,,,,,6.907409780960038,0.4535299605306692,0.9972888168557301,0.5439884919037898,0.4987592262172295,0.077,0.4217592262172295,0.48971337307991747,0.5078050793545416,0.48066751994260537
KNA,Saint Kitts and Nevis,,,2.33,0.53,7.18,4.83,30.63,,,23960.6534357084,,,72.145,5.73595428,40.0,,,,,,High income,Americas,Latin America and the Caribbean,,,,,10.0841683237986,0.13082581538194615,0.9175027350548297,0.3733778903269829,0.2521018528544645,0.413,-0.16089814714553546,0.22784664535996085,0.2763570603489682,0.20359143786545714
LCA,Saint Lucia,53.7728189043003,46.2271810956997,2.45,0.46,9.19,5.16,46.48,,,14181.6303351598,0.1,9.452,72.697,4.7298274,51.23,11.08,3.13,55.39,38.62,3.49,Upper middle income,Americas,Latin America and the Caribbean,,,,,9.559702767747874,0.19561134131011065,0.9514833968419336,0.5111855067922375,0.35339842405117405,0.413,-0.059601575948825924,0.3218410075029614,0.38495584059938676,0.29028359095474865
VCT,Saint Vincent and the Grenadines,53.623026585639,46.376973414361,2.42,0.43,16.01,9.71,16.42,,,11501.2265187188,,18.003,71.23,4.43696308,40.0,,,,,,Upper middle income,Americas,Latin America and the Caribbean,,,,,9.350208962465864,0.12433321546380557,0.9607974044480957,0.3842015576752994,0.2542673865695525,0.413,-0.15873261343044748,0.2282805523484031,0.2802542207907019,0.20229371812725372
WSM,Samoa,45.8671719222988,54.1328280777012,2.94,0.81,9.74,2.54,48.87,,,5392.87761915762,4.5,4.996,71.698,6.78103304,38.73,17.89,6.84,46.35,31.28,1.75,Upper middle income,Oceania,East Asia and the Pacific,,,,,8.59283440254454,0.19944339787131385,0.9820230152171276,0.39182990049213173,0.2956366491817228,0.413,-0.1173633508182772,0.276397998919641,0.31487529944380455,0.2571593486575592
SMR,San Marino,,,0.36,0.03,2.83,1.31,20.47,,,59879.7173015651,,,85.706,6.60829115,27.7,,,,,,High income,Europe,Europe and Central Asia,,,,,11.000093117439674,0.06658239578895615,0.7926892901549412,0.2694794936410178,0.16803094471498697,0.413,-0.244969055285013,0.1477412349297808,0.18832065450019314,0.12745152514457464
STP,Sao Tome and Principe,41.3880591482388,58.6119408517612,0.67,0.02,16.85,12.74,51.52,,,3490.56883486557,13.0,9.132,69.718,5.77292156,30.82,21.12,8.38,39.49,24.18,1.14,Lower middle income,Africa,Sub-Saharan Africa,,,,,8.157819991847886,0.2615048820417613,0.9886332574416336,0.34850400418060967,0.30500444311118546,0.413,-0.10799555688881451,0.2963045308973007,0.31370435532507035,0.2876046186834158
