,id,country,c3,c2,year,gini_reported,palma,ratio_top20bottom20,bottom40,q1,q2,q3,q4,q5,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,bottom5,top5,resource,resource_detailed,scale,scale_detailed,sharing_unit,reference_unit,areacovr,areacovr_detailed,popcovr,popcovr_detailed,region_un,region_un_sub,region_wb,eu,oecd,incomegroup,mean,median,currency,reference_period,exchangerate,mean_usd,median_usd,gdp_ppp_pc_usd2011,population,revision,quality,quality_score,source,source_detailed,source_comments,survey,link
6521,6522,Lithuania,LTU,LT,2001,38.2,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, excl. self-employeds",Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.25,,,13082.0,3473617.0,,Average,5,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey on Earnings Distribution,
6522,6523,Lithuania,LTU,LT,2001,35.4,1.3900000000000001,6.53,18.740000000000002,6.3100000000000005,12.43,17.19,22.84,41.230000000000004,1.95,4.36,5.6000000000000005,6.83,8.0,9.19,10.5,12.34,15.200000000000001,26.03,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,4912.8,,Lithuanian litas,Month,0.25,,,13082.0,3473617.0,New 2013,High,13,United Nations,UNICEF 2011,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
6523,6524,Lithuania,LTU,LT,2001,32.01,1.22,5.14,20.42,7.7700000000000005,12.65,16.88,22.75,39.94,3.1,4.67,5.79,6.86,7.84,9.040000000000001,10.44,12.31,15.07,24.87,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,3618.96,3031.26,US$2011PPP,Year,,,,13082.0,3473623.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6524,6525,Lithuania,LTU,LT,2002,39.0,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, excl. self-employeds",Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.27196391945335274,,,14084.0,3444754.0,,Average,5,United Nations,UNICEF 2004,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey on Earnings Distribution,
6525,6526,Lithuania,LTU,LT,2002,35.7,1.33,6.41,19.06,6.34,12.72,17.27,22.990000000000002,40.67,1.85,4.5,5.7700000000000005,6.95,8.07,9.200000000000001,10.59,12.4,15.35,25.330000000000002,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,5064.0,,Lithuanian litas,Month,0.27196391945335274,,,14084.0,3444754.0,New 2013,High,13,United Nations,UNICEF 2011,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
6526,6527,Lithuania,LTU,LT,2002,31.92,1.22,5.1000000000000005,20.46,7.82,12.64,16.94,22.67,39.92,3.14,4.68,5.8100000000000005,6.83,7.890000000000001,9.06,10.44,12.23,15.05,24.87,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,3615.15,3052.93,US$2011PPP,Year,,,,14084.0,3444777.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6527,6528,Lithuania,LTU,LT,2003,31.8,1.24,5.66,20.29,7.08,13.21,17.22,22.43,40.06,2.2600000000000002,4.82,6.09,7.12,8.09,9.14,10.42,12.01,14.8,25.26,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,5491.2,,Lithuanian litas,Month,0.32670485483414247,,,15706.0,3414352.0,New 2007,High,13,United Nations,UNICEF 2005,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
6528,6529,Lithuania,LTU,LT,2003,39.300000000000004,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, excl. self-employeds",Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.32670485483414247,,,15706.0,3414352.0,New 2007,Average,5,United Nations,UNICEF 2005,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey on Earnings Distribution,
6529,6530,Lithuania,LTU,LT,2003,35.46,1.47,5.96,18.96,7.24,11.72,15.99,21.91,43.15,2.93,4.3100000000000005,5.3500000000000005,6.36,7.41,8.58,9.97,11.94,15.21,27.94,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,4976.96,3964.89,US$2011PPP,Year,,,,15706.0,3414367.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6530,6531,Lithuania,LTU,LT,2004,30.900000000000002,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.35963568904699494,,,16900.0,3381118.0,New 2008,High,11,United Nations,UNICEF 2007,Transformative Monitoring for Enhanced Equity (TransMonEE),Household Budget Survey,
6531,6532,Lithuania,LTU,LT,2004,39.4,,,,,,,,,,,,,,,,,,,,,Earnings,"Earnings, gross",No adjustment,No adjustment,Person,Person,All,All,Specific categories,"Employed, excl. self-employeds",Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,,,0.35963568904699494,,,16900.0,3381118.0,New 2008,Average,5,United Nations,UNICEF 2007,Transformative Monitoring for Enhanced Equity (TransMonEE),Survey on Earnings Distribution,
6532,6533,Lithuania,LTU,LT,2004,35.0,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,2953.0,2439.0,"Local currency units, at current prices",Year,2.78059166666667,,,16900.0,3381118.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6533,6534,Lithuania,LTU,LT,2004,38.6,,,,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.78059166666667,,,16900.0,3381118.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6534,6535,Lithuania,LTU,LT,2004,50.9,,,,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.78059166666667,,,16900.0,3381118.0,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6535,6536,Lithuania,LTU,LT,2004,37.02,1.57,7.48,17.75,5.84,11.91,16.36,22.22,43.67,1.98,3.86,5.32,6.59,7.640000000000001,8.72,10.11,12.11,15.83,27.84,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,4493.81,3655.8,US$2011PPP,Year,,,,16900.0,3381134.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6536,6537,Lithuania,LTU,LT,2004,35.2,1.44,5.98,18.990000000000002,7.15,11.84,16.14,22.080000000000002,42.79,2.83,4.32,5.4,6.44,7.48,8.66,10.0,12.08,15.4,27.39,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,5158.78,4164.24,US$2011PPP,Year,,,,16900.0,3381134.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6537,6538,Lithuania,LTU,LT,2005,36.300000000000004,1.51,6.95,18.0,6.2,11.8,16.1,22.8,43.1,2.2,4.0,5.4,6.4,7.5,8.6,10.4,12.4,15.9,27.2,0.7000000000000001,16.7,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,2554.0,2058.0,Euro,Year,,,,18406.0,3344259.0,New 2019,High,13,Eurostat,Eurostat 2019,,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database
6538,6539,Lithuania,LTU,LT,2005,35.2,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,3415.0,2836.0,"Local currency units, at current prices",Year,2.774025,,,18406.0,3344252.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6539,6540,Lithuania,LTU,LT,2005,38.7,,,,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.774025,,,18406.0,3344252.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6540,6541,Lithuania,LTU,LT,2005,50.800000000000004,,,,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.774025,,,18406.0,3344252.0,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6541,6542,Lithuania,LTU,LT,2005,35.300000000000004,1.43,6.65,18.900000000000002,6.41,12.49,16.48,22.02,42.61,2.19,4.22,5.66,6.83,7.75,8.73,10.09,11.93,15.49,27.12,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,5205.400000000001,4285.21,US$2011PPP,Year,,,,18406.0,3344259.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6542,6543,Lithuania,LTU,LT,2006,35.0,1.42,6.38,18.7,6.6000000000000005,12.1,16.6,22.6,42.1,2.3000000000000003,4.3,5.5,6.6000000000000005,7.7,8.9,10.200000000000001,12.4,15.6,26.5,0.7000000000000001,16.2,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,3062.0,2534.0,Euro,Year,,,,20015.0,3303329.0,New 2019,High,13,Eurostat,Eurostat 2019,,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database
6543,6544,Lithuania,LTU,LT,2006,32.9,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,4537.0,3907.0,"Local currency units, at current prices",Year,2.752225,,,20012.0,3303671.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6544,6545,Lithuania,LTU,LT,2006,36.4,,,,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.752225,,,20012.0,3303671.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6545,6546,Lithuania,LTU,LT,2006,46.7,,,,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.752225,,,20012.0,3303671.0,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6546,6547,Lithuania,LTU,LT,2006,34.42,1.3800000000000001,6.0600000000000005,19.45,6.92,12.530000000000001,16.5,22.11,41.95,2.35,4.5600000000000005,5.78,6.75,7.69,8.81,10.15,11.96,15.200000000000001,26.75,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,6482.8,5323.74,US$2011PPP,Year,,,,20015.0,3303329.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6547,6548,Lithuania,LTU,LT,2007,33.8,1.32,5.89,19.400000000000002,7.0,12.4,16.7,22.7,41.2,2.5,4.4,5.7,6.7,7.7,9.0,10.4,12.3,15.5,25.7,0.8,15.8,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,3938.0,3276.0,Euro,Year,,,,22536.0,3258984.0,New 2019,High,13,Eurostat,Eurostat 2019,,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database
6548,6549,Lithuania,LTU,LT,2007,33.8,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,5687.0,4809.0,"Local currency units, at current prices",Year,2.523725,,,22528.0,3260091.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6549,6550,Lithuania,LTU,LT,2007,36.300000000000004,,,,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.523725,,,22528.0,3260091.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6550,6551,Lithuania,LTU,LT,2007,47.2,,,,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.523725,,,22528.0,3260091.0,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6551,6552,Lithuania,LTU,LT,2007,34.800000000000004,1.3900000000000001,6.21,19.18,6.76,12.42,16.42,22.41,41.99,2.37,4.39,5.72,6.7,7.6000000000000005,8.82,10.3,12.11,15.25,26.740000000000002,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,7692.4400000000005,6284.38,US$2011PPP,Year,,,,22536.0,3258984.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6552,6553,Lithuania,LTU,LT,2008,34.5,1.3900000000000001,6.15,18.8,6.8,12.0,16.8,22.400000000000002,41.800000000000004,2.5,4.3,5.5,6.6000000000000005,7.8,9.0,10.4,12.0,15.6,26.2,0.8,16.5,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,4902.0,4111.0,Euro,Year,,,,23460.0,3212867.0,New 2019,High,13,Eurostat,Eurostat 2019,,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database
6553,6554,Lithuania,LTU,LT,2008,35.800000000000004,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,6657.0,5502.0,"Local currency units, at current prices",Year,2.357075,,,23447.0,3214627.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6554,6555,Lithuania,LTU,LT,2008,37.9,,,,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.357075,,,23447.0,3214627.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6555,6556,Lithuania,LTU,LT,2008,50.4,,,,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.357075,,,23447.0,3214627.0,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6556,6557,Lithuania,LTU,LT,2008,35.730000000000004,1.47,6.47,18.8,6.62,12.18,16.25,22.12,42.84,2.27,4.3500000000000005,5.62,6.57,7.5600000000000005,8.69,10.09,12.030000000000001,15.22,27.62,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,8234.99,6736.22,US$2011PPP,Year,,,,23460.0,3212867.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6557,6558,Lithuania,LTU,LT,2008,37.06,1.6,6.47,18.06,6.83,11.23,15.73,22.04,44.160000000000004,2.7,4.13,5.13,6.11,7.25,8.48,10.01,12.030000000000001,15.21,28.95,,,Consumption,Consumption,Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,6660.78,5201.12,US$2011PPP,Year,,,,23460.0,3212867.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6558,6559,Lithuania,LTU,LT,2009,35.9,1.48,6.37,18.5,6.7,11.8,16.2,22.6,42.7,2.4,4.3,5.4,6.4,7.5,8.8,10.3,12.3,15.3,27.400000000000002,0.7000000000000001,17.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,5843.0,4715.0,Euro,Year,,,,20273.0,3167270.0,New 2019,High,13,Eurostat,Eurostat 2019,,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database
6559,6560,Lithuania,LTU,LT,2009,36.6,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,5663.0,4593.0,"Local currency units, at current prices",Year,2.48403333333333,,,20263.0,3168772.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6560,6561,Lithuania,LTU,LT,2009,38.800000000000004,,,,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.48403333333333,,,20263.0,3168772.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6561,6562,Lithuania,LTU,LT,2009,53.5,,,,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.48403333333333,,,20263.0,3168772.0,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6562,6563,Lithuania,LTU,LT,2009,37.22,1.58,7.62,17.45,5.7,11.75,16.41,22.71,43.410000000000004,1.84,3.86,5.26,6.49,7.59,8.82,10.33,12.38,15.82,27.59,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,6824.32,5570.05,US$2011PPP,Year,,,,20273.0,3167270.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6563,6564,Lithuania,LTU,LT,2010,32.5,1.24,5.65,19.79,7.04,12.75,17.5,22.94,39.77,2.59,4.44,5.79,6.96,8.16,9.34,10.56,12.38,15.28,24.5,0.92,14.98,Income (net),"Income, net",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,3013.0,2621.0,Euro,Year,,,,20892.0,3123825.0,New 2019,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS) 2019,,,
6564,6565,Lithuania,LTU,LT,2010,32.3,1.21,5.43,19.77,7.29,12.48,17.06,23.58,39.6,2.68,4.6,5.73,6.75,7.9,9.16,10.82,12.76,15.77,23.83,0.92,13.98,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,4974.0,4236.0,Euro,Year,,,,20892.0,3123825.0,New 2019,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS) 2019,,,
6565,6566,Lithuania,LTU,LT,2010,35.0,1.41,6.44,18.68,6.53,12.15,16.55,22.7,42.07,2.36,4.17,5.5,6.65,7.68,8.87,10.37,12.33,15.77,26.3,0.8200000000000001,16.1,Income (gross),"Income, gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,3490.0,2881.0,Euro,Year,,,,20892.0,3123825.0,New 2019,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS) 2019,,,
6566,6567,Lithuania,LTU,LT,2010,35.4,1.41,6.4,18.07,6.56,11.51,16.27,23.7,41.96,2.42,4.14,5.22,6.29,7.4,8.88,10.77,12.92,16.41,25.56,0.8200000000000001,15.13,Income (gross),"Income, gross",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,5802.0,4714.0,Euro,Year,,,,20892.0,3123825.0,New 2019,High,13,Luxembourg Income Study,Luxembourg Income Study (LIS) 2019,,,
6567,6568,Lithuania,LTU,LT,2010,37.0,1.55,7.37,17.7,5.9,11.8,16.1,22.6,43.5,1.9000000000000001,4.0,5.4,6.4,7.6000000000000005,8.6,10.200000000000001,12.5,16.1,27.400000000000002,0.5,17.2,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,4975.0,4030.0,Euro,Year,,,,20892.0,3123825.0,New 2019,High,13,Eurostat,Eurostat 2019,,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database
6568,6569,Lithuania,LTU,LT,2010,32.9,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,5129.0,4358.0,"Local currency units, at current prices",Year,2.60633333333333,,,20892.0,3123803.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6569,6570,Lithuania,LTU,LT,2010,36.0,,,,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.60633333333333,,,20892.0,3123803.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6570,6571,Lithuania,LTU,LT,2010,53.2,,,,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.60633333333333,,,20892.0,3123803.0,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6571,6572,Lithuania,LTU,LT,2010,33.62,1.31,6.21,18.95,6.49,12.46,17.56,23.22,40.28,2.2600000000000002,4.23,5.6000000000000005,6.86,8.14,9.41,10.69,12.530000000000001,15.52,24.76,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,6139.91,5390.89,US$2011PPP,Year,,,,20892.0,3123825.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6572,6573,Lithuania,LTU,LT,2011,33.0,1.26,5.8100000000000005,19.400000000000002,6.9,12.5,17.2,23.400000000000002,40.1,2.3000000000000003,4.5,5.8,6.7,8.0,9.200000000000001,10.8,12.6,15.700000000000001,24.400000000000002,0.7000000000000001,14.6,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,4503.0,3857.0,Euro,Year,,,,22445.0,3083402.0,New 2019,High,13,Eurostat,Eurostat 2019,,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database
6573,6574,Lithuania,LTU,LT,2011,32.2,,,,,,,,,,,,,,,,,,,,,Income (net),"Income, net",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,5798.0,4923.0,"Local currency units, at current prices",Year,2.4811,,,22470.0,3079881.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6574,6575,Lithuania,LTU,LT,2011,34.9,,,,,,,,,,,,,,,,,,,,,Income (gross),"Income, gross",Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.4811,,,22470.0,3079881.0,New 2018,High,11,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6575,6576,Lithuania,LTU,LT,2011,51.1,,,,,,,,,,,,,,,,,,,,,Earnings,Market income,Equivalized,Square root,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,,,"Local currency units, at current prices",Year,2.4811,,,22470.0,3079881.0,New 2018,High,9,OECD,OECD 2018,OECD StatExtract. New income definition since 2012,,
6576,6577,Lithuania,LTU,LT,2011,32.49,1.23,5.6000000000000005,19.91,7.12,12.790000000000001,17.23,22.96,39.89,2.63,4.49,5.82,6.97,8.05,9.18,10.57,12.39,15.370000000000001,24.52,,,Income (net/gross),"Income, net/gross",Per capita,Per capita,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,6713.81,5754.99,US$2011PPP,Year,,,,22445.0,3083402.0,New 2019,Average,13,World Bank,World Bank 2019,PovcalNet,,http://iresearch.worldbank.org/PovcalNet/povOnDemand.aspx
6577,6578,Lithuania,LTU,LT,2012,32.0,1.19,5.34,20.0,7.4,12.6,17.1,23.400000000000002,39.5,2.7,4.7,5.7,6.9,7.8,9.3,10.8,12.6,15.6,23.900000000000002,0.9,14.200000000000001,Income (net),"Income, net",Equivalized,OECD-modified,Household,Person,All,All,All,All,Europe,Northern Europe,Europe and Central Asia,EU,OECD,High income,5124.0,4337.0,Euro,Year,,,,23593.0,3045561.0,New 2019,High,13,Eurostat,Eurostat 2019,,European Union Statistics on Income and Living Conditions (EU-SILC),https://ec.europa.eu/eurostat/web/income-and-living-conditions/data/database
