"WRI.Country","ISO3.Code","Year","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10_Norm","SI_10_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Norm","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Kuwait","KWT",2025,2.42,1.05,5.56,4.53,2.55,14.9,30.21,0.63,24.56,0.17,23.89,0.01,44.88,36.87,34.33,2.33,41.36,2.33,0.01,41.26,20.31,0.01,0.17,42.65,38.56,46.84,23,20.06,0.01,0.75,38.5,0.53,57.14,10.16,25.51,47.56,0.01,0.01,0.01,0.01,45.68,44.09,40.25,33.35,37.34,19.19,61.41,38.83,0.14,33.74,9409.93,52.49,0.26603,28.34,1165.37,32.03,0.03295,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,38.94,2029.52,43.75,0.05738,39.23,1407.85,45.53,0.0398,36.4,397.76,44.55,0.01125,19.04,8449.22,20.46,0.23887,19.4,7768.09,21.16,0.21961,20.11,6356.87,21.85,0.17972,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,33.76,267798.45,74.88,7.57094,0.01,0,0.01,0,0.01,0,0.01,0,40.04,99376.69,45.43,2.80948,34.91,80.4,42.59,14.01,58.17,7.44,37.72,15.69,28.68,61728.52,18.45,27962.24,32.07,0,12.55,-3986.91,0.01,100,0.01,100,0.01,100,56.72,4.42,64.76,10.1,22.89,1670.99,0.01,2.5,27.7,141,64.11,64.09,50.93,377.86,10.16,27.47,32.82,23.71,14.41,3.76,25.51,0.06048,43.97,93651,51.44,1.93,0.01,0,0.01,0,0.01,0,0.01,0,6.73,1.48,32.07,15415.86,35.89,869.92,42.08,1007.9,0.01,0,0.01,0,0.01,0,0.01,0,43.35,0.20661,48.14,0.00754,44.09,0.40818,44.09,0.34167,45.54,256.23,35.57,678.95,50,223.45,22.24,7613.26,33.54,7.17,41.57,8.8,10.6,5352.04,21.32,117.25,31.28,106.61,78.68,0.04,74.13,0.03,39.7,61.56,33.89,10.04,41.83,1010.6,41.31,276.91,0.01,99,0.01,99,28.03,91,38.58,8768.15,44.33,3
"Kyrgyzstan","KGZ",2025,2.72,0.22,33.68,15.53,47.73,51.55,57.73,15.66,48.87,0.42,48.65,33.47,66.16,49.1,55.07,40.93,60.79,64.27,0.01,0.01,23.19,0.01,1.84,0.01,58.51,43.43,62.67,69.75,36.6,0.74,53.86,41.2,41.3,58.43,48.37,17.46,0.42,0.01,28.48,39.34,67.74,64.61,49.54,47.19,50.62,54.25,55.9,52.12,32.15,48.58,46292.64,100,0.82016,55.95,33715.03,76.18,0.59733,54.7,2510.79,62.21,0.04448,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,21.85,15312.53,22.19,0.27129,23.21,14433.37,23.55,0.25571,24.22,12192.49,24.22,0.21601,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,24.38,81451.12,12.41,1.44306,30.79,23116.22,41.73,0.40955,0.01,0,0.01,0,0.01,0,0.01,0,54.7,71.68,62.58,10.85,35.89,11.96,52.56,12.99,60.03,7007.87,65.42,641.58,69.54,395.52,69.97,1084.74,44.19,90.8,30.31,97.86,0.01,100,55.41,4.97,54.7,64.23,53.03,1081.73,28.79,6.1,58.96,116,41.57,54.26,41.04,255,58.43,61.55,59.22,52.78,45.54,8.77,48.37,0.28998,21.94,1380,13.89,0.02,17.31,47,0.01,0,0.01,0,0.01,0,45.3,108.37,50.93,24013.13,41.57,5035.57,58.43,1787.91,38.3,24250.2,21.18,0.04,37.11,8,41.71,0.000116,70.86,-1.2211,64.76,-0.89073,60.03,-0.48122,69.54,-1.17412,49.54,185,49.54,407.6,35.89,423,62.06,3.85,49.3,50.38,51.98,17,58.85,3.23,51.16,61.93,53.03,94.22,59.22,0.68,66.89,0.09,44.09,56.02,48.6,83.68,53.74,2020.53,54.22,1477.09,43.05,86,33.14,92,23.3,93,61.99,1509.4,59.62,5.1
"Lao People's Democratic Republic","LAO",2025,3,0.38,23.63,16.1,13.57,60.42,61.21,48.81,52.75,0.13,52.81,0.7,53.47,66.83,62.07,56.03,63.41,2.33,0.01,0.01,67.74,2.96,2.39,0.01,62.3,67.19,57.79,58.03,49.29,45.24,65.1,39.11,46.11,47.9,66.46,0.01,23.87,0.01,48.73,0.01,61.76,46.3,65.67,74.48,61.03,71.71,53.72,64.34,48.8,35.65,12327.09,43.26,0.16232,32.93,2214.84,31.67,0.02916,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,53.45,401779.69,76.27,5.29039,53.93,384183.91,76.27,5.05869,57.6,346631.12,100,4.56422,51.85,54152.84,57.14,0.71305,51.17,2439.35,44.54,0.03212,0.01,0,0.01,0,41.3,544838.73,59.57,7.1741,24.88,8631.87,30.79,0.11366,0.01,0,0.01,0,0.01,0,0.01,0,59.49,68.96,65.25,10.62,64.11,5.95,70.41,10.19,58.17,8612.95,57.41,1742.47,66.11,310.41,50.93,92.5,48.83,85.46,49.76,79.51,29.85,96.5,68.55,0.75,60.57,24.21,69.97,646.7,25.2,5.4,60.71,115,47.44,57.4,44.82,304.53,47.9,54.07,55.67,47.08,41.31,6.99,66.46,0.39884,0.01,0,0.01,0,28,1066,20.35,0.01,0.01,0,0.01,0,50.93,154.56,41.57,20388.28,62.58,23647.6,58.69,1795.18,45.39,97345.6,52.32,2.064,0.01,0,0.01,0,64.11,-0.97384,59.49,-0.64328,34.58,0.81446,61.99,-0.83291,63.49,33.1,67.93,102.7,60.03,131,92.4,0.01,58.96,126.06,63.18,39,91.24,0.01,55.91,51.49,72.3,71.8,32.45,15.41,74.13,0.03,64.43,14.9,61.7,812.78,68.32,4027.81,63.18,4242.07,47.22,84,48.41,83,50.83,68,55.42,2381.54,72.56,22
"Latvia","LVA",2025,3.18,0.79,12.84,9.06,7.63,30.62,37.03,5.01,40.64,0.19,42.5,0.35,35.98,35.22,39.62,22.79,31.81,0.01,0.01,48.55,51.39,0.01,2.01,37.4,42.81,25.99,36.81,45.92,30.76,0.79,44.07,0.59,33.3,56.16,35.89,68.79,0.01,0.01,12.33,0.01,36.51,35.46,42.57,31.07,33.04,37.48,41.89,32.75,15.86,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,41.63,4829.09,60.01,0.19486,42.98,2612.38,58.9,0.10541,40.12,717.65,51.59,0.02896,37.46,101488.79,70.72,4.09517,37.46,90895.35,70.72,3.66771,36.48,68830.95,71.92,2.77739,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,30.77,185902.4,71.97,7.50134,16.77,473.28,17.86,0.0191,0.01,0,0.01,0,33.08,53913.23,42.28,2.17545,44.09,76.19,41.57,14.18,21.32,13.33,31.68,16.56,37.12,42937.27,36.51,10753.86,32.07,0,65.76,743.43,23.7,98.89,39.93,92.44,0.01,100,62.31,1.86,41.57,260.46,46.73,1203.76,0.01,2.5,35.24,136,34.58,47.66,32.07,173.05,56.16,58.79,35.57,24.92,77.87,33.87,35.89,0.13746,52.06,233161,90.9,12.42,0.01,0,0.01,0,0.01,0,0.01,0,56.65,294.85,45.06,21986.69,33.89,823.61,37.72,832.63,12.27,40,12.39,0.002,0.01,0,0.01,0,36.2,0.69811,36.82,0.69656,39.7,0.59109,31.68,1.03986,38.58,339.8,46.97,437.4,28.2,567.06,34.24,3207.61,41.83,18.32,26.09,3,34.24,1152.61,35.89,91.16,42.84,100.28,69.75,0.15,46.05,1.21,22.89,91.33,27.7,7.58,45.78,1367.93,27.7,107.8,12.2,98,12.46,98,26.24,92,35.89,10319.15,28.2,1.4
"Lebanon","LBN",2025,4.29,0.38,48.38,30.59,58.53,63.23,61.71,15.37,53.95,13.18,39.71,51.45,72.66,53.63,51.54,54.59,89.84,3.1,51.72,0.01,0.01,0.01,0.19,35.6,41.58,56.92,74.28,82.48,30.08,0.72,59.19,43.49,64.49,53.74,45.3,82.2,0.47,59.23,61.52,43.02,74.16,71.2,51.68,63.05,47.34,60.35,44.01,43.36,68.74,51.95,67032.12,73.88,0.67189,48.03,14904.33,48.39,0.14939,0.01,0,0.01,0,56.62,1886.52,51.57,0.01891,59.45,1437.35,57.12,0.01441,45.21,89.83,42.72,9e-04,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,46.28,768202.03,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,37.54,79137.62,33.76,0.79323,39.43,77.82,43.84,13.89,54.46,8.6,59.49,12.05,55.18,11804.61,100,-2583.07,75.73,835.1,89.84,2751.34,41.86,92.6,21.61,99.2,0.01,100,51.42,7.9,53.27,72.94,65.76,750.25,37.3,9.6,50.7,124,70.86,65.15,58.69,541.7,53.74,57.58,53.03,42.1,55.91,15.48,45.3,0.27041,67.57,834610,100,14.46,21.91,171,0.01,0,51.6,139479,67.99,2.42,36.82,42.56,35.57,18360.67,42.34,5818.65,44.82,1129.72,64.83,799840,58.37,3.586,39.51,14.8,46.84,0.00024,71.32,-1.22706,77.11,-1.58038,73.35,-1.51904,69.12,-1.16508,44.09,269.64,60.57,179.81,46.73,273,85.08,0.03,42.34,20.62,52.92,18.3,70.87,0.27,42.59,79.25,72.82,70.66,30.46,18.51,66.89,0.09,41.83,60.17,46.26,60.98,39.97,926.82,44.09,467.22,72.76,55,73.88,55,60.42,53,89.84,150.61,89.84,221.3
"Lesotho","LSO",2025,1.41,0.07,28.31,30.48,11.78,63.21,66.24,58.65,60.19,1.68,66.98,0.43,58.52,64.94,68.44,56.58,65.21,0.14,0.01,0.01,26.95,0.01,0.15,0.01,76.28,61.4,68.35,60.14,56.46,56.93,67.74,54.34,58.84,59.22,62.58,17.57,26.87,0.01,18.69,0.01,61.25,55.91,64.24,55.87,76.29,60.92,76.88,77.34,41.39,25.1,1555.42,36.74,0.08328,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,19.75,10213.35,31.65,0.54686,20.81,10213.35,34.21,0.54686,22.19,9683.33,38.78,0.51848,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,27.22,111077.86,40.55,5.94747,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,89.84,57.37,64.76,10.63,57.92,7.55,65.09,11.07,69.54,3504.42,67.18,572.94,56.41,179.76,64.11,654.78,55.28,73.97,57.67,50.28,48.47,57.3,66.87,0.99,67.93,3.84,67.55,692.2,44.91,14.53,65.76,109.73,60.3,61.89,57.41,495.1,59.22,63.27,60.85,57.02,38.58,6.25,62.58,0.38513,18.91,635,16.32,0.03,26.99,770,26.75,0.03,0.01,0,0.01,0,100,19334.57,64.11,31413.99,53.98,14364.56,58.17,1784.52,17.98,703.6,19.42,0.03,0.01,0,0.01,0,56.16,-0.50948,66.81,-0.95361,55.42,-0.30576,56.41,-0.48002,67.18,23.5,61.42,175.6,55.42,166.43,56.32,21.36,80.51,566.21,72.3,58.9,56.32,9.69,67.18,33.21,59.75,87.67,82.72,0.03,78.51,0.02,69.97,10.18,84.04,5047.78,73.91,4870.65,74.49,8611.83,41.81,87,41.51,87,40.87,82,66.81,816.64,63.64,6.7
"Liberia","LBR",2025,3.64,0.54,24.52,33.94,6.64,65.45,70.15,74.05,61.14,2.02,70.22,0.07,63.21,66.23,65.69,62.73,68.04,0.12,0.17,2.07,55.91,0.01,60.06,0.01,78.81,68.52,79.15,56.66,62.77,75.99,79.53,79.27,42.71,68.72,77.87,19.38,42.28,0.01,0.55,0.01,68.24,58.55,69.36,52.04,80.5,62.88,68.63,71.04,55.4,15.09,67.73,18.38,0.0015,0.01,0,0.01,0,0.01,0,0.01,0,43.84,587.98,48.19,0.01306,0.01,0,0.01,0,0.01,0,0.01,0,28.22,205.46,30.13,0.00456,29.41,176.53,31.34,0.00392,0.01,0,0.01,0,42.91,169298.91,67.59,3.76007,43.63,158059.29,69.61,3.51044,45.48,133765.9,76.27,2.9709,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,36.89,346695.92,100,7.7,53.43,249227.12,84.88,5.53525,48.71,5120.85,57.61,0.11373,0.01,0,0.01,0,75.09,62.16,82.72,9.57,68.32,5.32,68.72,10.47,82.72,1678.99,75.73,83.24,58.17,204.94,55.18,237.8,54.59,75.61,72.17,22.52,66.32,32.5,87.07,0.04,70.41,2.75,89.84,313.73,76.51,38.4,82.12,95,42.84,54.88,42.59,270.25,68.72,76.29,69.54,70.51,34.91,5.78,77.87,0.44233,23.01,1773,16.32,0.03,39.49,14084,45.27,0.26,0.01,0,0.01,0,68.32,862.47,48.14,22866.6,100,66262.4,73.91,2841.61,29.78,10200,0.01,0,0.01,0,0.01,0,63.49,-0.88835,73.35,-1.35536,51.86,-0.11621,66.11,-1.03163,70.41,17.8,68.32,100.7,56.41,159,48.01,227.92,84.04,652.34,77.11,72.9,53.62,17.55,53.03,57.61,87.45,56.01,78.68,0.04,65.97,0.12,62.28,16.73,71.8,2346.84,67.55,3851.54,73.91,8412.06,51.07,82,58.3,72,57.11,60,71.32,579.69,64.92,7.7
"Libyan Arab Jamahiriya","LBY",2025,15.69,4.94,49.81,40.77,62.66,48.37,49.28,32.43,37.38,43.02,43.81,60.82,81.54,49.62,52.27,50.69,42.72,0.15,38.99,50.87,12.36,0.01,46.19,42.09,55.42,51.82,51,40.28,23.89,44.61,26.66,38.95,41.03,36.82,34.58,37.88,53.42,39.35,57.92,63.87,80.1,83.01,47.07,46.3,56.05,51.63,52.91,47.4,54.21,29.3,4065.53,33.02,0.05897,0.01,0,0.01,0,0.01,0,0.01,0,38.71,290.04,38.9,0.00421,41.05,122.29,40.51,0.00177,39.4,31.63,35.6,0.00046,47.13,8329.11,52.93,0.12081,47.17,5957.75,56.37,0.08642,47.06,2607.11,55.53,0.03782,12.81,998.76,12.81,0.01449,12.81,634.22,11.51,0.0092,12.81,396.12,11.51,0.00575,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,38.83,449736.96,48.77,6.52343,44.74,110838.23,60.33,1.60771,42.65,717.64,44.54,0.01041,42.66,143273.18,41.52,2.07818,58.43,69.34,52.56,12.19,56.9,7.78,47.2,13.98,53.51,13914.08,48.6,3607.17,48.37,74.91,33.54,-323.2,13.91,99.89,41.03,92.11,40.89,73.2,48.66,9.62,56.65,45.13,12.55,1924.19,39.77,11.4,38.15,134,41.83,54.32,40.25,245.17,36.82,48.89,52.8,41.63,43.22,7.26,34.58,0.12808,38.52,44459,37.25,0.61,49.01,52716,58.23,0.72,37.81,1702,40.95,0.02,32.07,22.87,45.78,22071.54,54.22,14679.42,46.26,1196.95,54.32,320667,61.76,4.438,59.16,549.4,68.96,0.007916,81.55,-1.52502,78.68,-1.63589,80.51,-2.16802,85.59,-1.76978,48.14,201.77,46.02,467.42,43.1,320,49.73,118.57,52.8,72.13,59.49,30.8,47.26,88.9,56.16,51.37,51.86,94.99,64.27,0.28,61.6,0.2,37.42,70.46,45.3,47.95,49.54,1693.62,47.44,720.57,58.07,73,56.92,73,48.21,72,55.91,2282.33,32.64,2
"Liechtenstein","LIE",2025,0.68,0.09,5.07,6.63,0.98,20.08,30.55,3.38,27.97,0.14,31.75,0.01,3.02,30.81,6.25,27.3,47.46,2.09,0.01,0.01,19.97,0.01,0.15,0.01,22.43,36.68,32.22,32.86,0.3,0.86,20.55,24.73,26.59,44.58,18.45,30.11,0.01,0.01,0.01,0.01,20.77,0.44,32.74,27.94,31.96,15.82,2.47,34.34,21.7,17.42,165.57,60.14,0.42016,17.5,42.19,44.82,0.10707,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,11.51,305.56,35.5,0.77541,11.51,216.27,34.53,0.54882,11.51,160.79,33.89,0.40802,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,10.68,3034.28,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,21.32,83.63,23.6,17.02,33.89,12.35,39.7,15.47,34.58,46720,30.03,14866.24,52.8,118.22,20.45,-2270.41,0.01,100,9.04,99.95,0.01,100,74.64,0.31,10.16,494.35,41.57,1263.64,14.36,2.84,42.59,131.44,24.27,43.95,29.14,164.1,44.58,52.7,26.09,21.91,70.86,30.79,18.45,0.01465,18.51,621,48.97,1.56,0.01,0,0.01,0,0.01,0,0.01,0,36.2,40.85,29.59,13039.95,29.59,373.93,32.07,585.76,0.01,0,0.01,0,0.01,0,0.01,0,22.13,1.71017,19.49,1.62782,0.01,1.61276,19.49,1.71267,38.01,343.68,28.2,1021.66,26.09,619.54,29.92,5108.81,32.45,6.67,31.48,3.7,7.02,6016.89,22.13,116.91,25.51,111.78,31.68,17.47,0.01,454.95,47.67,46.02,34.58,11.02,34.91,626.04,33.54,141.59,22.07,96,23.31,96,19.87,94,33.89,11985.79,66.46,8.74
"Lithuania","LTU",2025,2.32,0.64,8.41,8.9,2.09,31.97,35.22,4.75,47.91,0.17,40.94,0.01,32.71,28.05,38.07,34.49,24.88,0.12,0.01,44.68,41.38,0.01,0.13,15.24,43.3,23.95,34.74,42.72,31.58,0.77,38.01,0.55,74.65,46.49,31.68,49.41,0.01,0.01,0.01,0.01,32.94,32.48,24.88,27.19,32.62,32.38,44.77,31.98,37.2,15.49,71.43,20.42,0.0026,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,38.08,1906.84,45.8,0.06928,40.13,1601.58,50.73,0.05819,41.6,980.55,53.88,0.03563,29.42,44500.77,53.45,1.6169,30.06,42203.27,55.44,1.53343,32.29,38500.03,59.36,1.39887,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,25.84,100661.48,23.2,3.65746,0.01,0,0.01,0,0.01,0,0.01,0,14.86,713.89,15.62,0.02594,44.82,76.03,41.83,14.17,17.28,13.5,33.19,16.4,34.24,48976.02,35.24,11348.16,32.07,0,56.9,275.25,28.1,98.04,35.48,95.31,0.01,100,59.88,2.83,40.25,280.68,35.89,1365.1,0.01,2.5,30.25,139,59.75,61.7,93.27,4184,46.49,53.24,29.14,22.81,69.54,30.43,31.68,0.10959,42.73,75866,57.13,2.64,0.01,0,0.01,0,0.01,0,0.01,0,44.82,94.11,47.67,22574.79,34.58,846.19,38.01,842.06,0.01,0,0.01,0,0.01,0,0.01,0,34.24,0.78155,31.68,1.05012,36.2,0.74211,29.14,1.2672,18.45,610.4,33.54,784.3,23.6,646.67,31.33,4015.44,36.51,8.66,29.14,3.4,32.64,1240.38,31.68,100.3,32.82,105.21,67.18,0.2,42.7,1.47,31.28,76.92,33.54,9.95,41.31,1000.24,23.6,82.97,38.05,90,37.6,90,35.99,86,33.54,12058.23,18.45,0.9
"Luxembourg","LUX",2025,0.57,0.06,5.48,5.35,3.09,9.98,10.02,4.27,28.06,0.16,22.74,0.07,17.14,24.59,29.17,1.71,19.94,0.12,0.01,0.01,17.1,0.01,0.16,0.01,26.38,34.15,19.6,0.57,21,0.83,30.33,0.63,24.88,32.07,27.7,40.7,0.01,0.01,0.48,0.01,15.64,18.79,26.97,24.96,22.09,18.01,47.26,20.99,0.14,13.45,12.06,19.92,0.00204,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,13.65,1308.85,18.67,0.22164,14.06,1268.39,20.81,0.21479,14.87,1132.09,22.54,0.19171,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,21.61,45119.89,81.11,7.64069,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,28.68,82.23,24.27,16.89,25.21,12.96,46.26,14.2,14.41,90770.66,26.65,17747.94,32.07,0,0.01,-25304.33,13.91,99.89,31.69,97.59,0.01,100,69.35,0.62,28.68,382.79,32.07,1441.86,0.01,2.5,39.7,133,25.51,44.18,24.27,143.09,32.07,44.77,30.03,22.9,61.13,21.87,27.7,0.07296,31.39,13484,52.76,2.02,0.01,0,0.01,0,0.01,0,0.01,0,47.9,123.61,24.27,11321.89,15.96,219.82,14.41,383.9,0.01,0,23.06,0.048,0.01,0,0.01,0,19.49,1.92666,12.55,1.91421,22.13,1.054,15.96,1.75243,39.43,334.98,18.45,1372.1,37.42,415,16.65,8720.56,32.07,6.49,15.22,2.3,13.09,4407.24,12.55,130.17,35.57,103.91,51.28,1.7,34.75,7.47,59.22,21.03,18.45,5.27,18.45,215.05,27.18,102.57,0.01,99,0.01,99,29.76,90,10.16,25286.99,39.15,2.5
"Madagascar","MDG",2025,23.68,18.38,30.51,25.96,15.28,71.62,65.58,74.48,66.06,0.61,59.9,0.68,65.74,79.74,73.29,70.41,71.2,0.12,36.2,42.17,39.96,66.2,58,25.19,67.67,72.33,76.03,49.69,79.48,67.08,68.75,83.96,55.55,67.93,76.4,0.43,52.6,0.01,46.89,0.01,67.07,64.43,77.68,89.89,72.6,76.59,70.13,75.55,65.62,19.62,372.77,17.86,0.00134,0.01,0,0.01,0,0.01,0,0.01,0,48.2,856.11,34.12,0.00308,38.59,91.23,31.27,0.00033,36.81,25.59,30.82,9e-05,46.06,7596.79,39.52,0.02737,45.53,4689.59,40.59,0.0169,44.22,1194.93,37.82,0.00431,43.63,177736.87,33.89,0.64041,44.36,161140.8,35.83,0.58061,45.85,135326.87,37.79,0.4876,65.09,537126.2,76.34,1.93534,71.34,70288.52,54.17,0.25326,66.22,1031.75,66.22,0.00372,57.67,2120762.93,81.76,7.64141,54.04,257645.4,51.7,0.92833,55.45,18729.86,52.13,0.06749,31.75,45904.43,19.98,0.1654,72.82,63.63,62.88,10.83,71.32,4.59,73.35,9.21,80.51,1783.94,71.8,286.26,52.56,114.84,46.97,32.77,74.15,53.47,85.2,14.75,62.3,39.4,72.22,0.44,73.35,1.08,64.43,814.21,81.53,39.7,86.47,90,59.22,61.38,52.1,390.46,67.93,75.15,67.93,69.31,35.24,5.84,76.4,0.44165,18.11,429,0.01,0,53.61,117456,51.6,0.38,0.01,0,0.01,0,51.86,175.06,59.75,27279.05,63.18,24531.57,65.76,2363.36,52.94,248770.8,41.53,0.666,0.01,0,0.01,0,65.09,-1.00018,69.12,-1.02278,64.11,-0.69075,64.76,-0.97495,71.8,17.2,84.04,28.1,87.45,34.35,92.4,0.01,71.32,391.52,73.91,64.8,91.24,0.01,74.49,27.81,66.11,81.36,43.84,4.21,100,0,78.68,6.41,80.51,4094.39,71.32,4363.67,75.09,8743.48,67.79,65,65.95,63,63.2,47,78.68,393.83,64.43,7.4
