"WRI.Country","ISO3.Code","Year","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10_Norm","SI_10_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Norm","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Bahrain","BHR",2023,0.87,0.14,5.42,4.85,2.61,12.55,31.1,0.63,30.42,0.12,37.33,0.01,44.23,40.4,38.68,2.07,24.7,0.01,0.01,10.66,0.01,0.01,0.18,54.72,36.68,36.39,30.24,23.17,0.01,0.01,43.33,36.82,75.86,10.16,36.51,17.42,0.01,0.01,0.01,0.01,40.29,48.55,50.56,35.38,36.85,29.16,51.31,38.77,0.11,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,59.3,54651.27,84.08,2.42813,33.71,482.66,42.01,0.02144,20.84,0.05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,29.84,173308.44,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,48.87,325674.09,61.27,14.46952,33.89,78.76,39.7,13.17,42.34,11.05,31.28,16.3,30.46,46902.72,30.03,12649.76,31.08,0,17.28,-3733.46,0.01,100,0.01,100,0.01,100,0.01,100,49.77,110.76,37.72,1314.49,29.31,6.24,46.26,125.05,73.35,66.28,78.46,348.25,10.16,31.34,38.58,26.76,22.13,4.58,36.51,0.17425,17.68,449,17.16,0.03,0.01,0,0.01,0,0.01,0,0.01,0,28.68,17.48,36.51,18107.89,41.83,3754.93,44.33,725.49,0.01,0,0.01,0,0.01,0,0.01,0,44.09,0.16816,36.82,0.71713,58.96,-0.50511,39.97,0.47081,51.86,144.66,49.3,399.46,54.7,182.39,22.89,5657.77,33.09,14,41.04,6.9,17.28,3298.72,35.89,88.88,39.97,102.25,76.25,0.11,44.33,3.8,39.97,60.32,39.15,19.1,40.78,895,36.51,201.66,12.25,98,0.01,99,0.01,99,22.89,14540.37,26.65,3.6
"Bangladesh","BGD",2023,27.29,16.57,44.93,35.3,57.88,44.39,53.14,45.05,47.27,12.7,38.15,49.14,62.57,63.05,62.03,30.23,46.66,3.14,50.52,56.58,89.02,3.01,3.26,43.67,46.06,57.53,55.17,54.53,39.44,37.34,53.27,52.5,44.38,36.2,65.76,65.02,52.46,0.6,64.99,37.15,62.52,62.62,65.91,65.74,57.84,65.37,58.86,58.89,15.52,73.42,565309.69,56.54,0.34284,63.87,74664.19,36.05,0.04528,0.01,0,0.01,0,59.69,3231.82,30.39,0.00196,66.71,2984.01,41.03,0.00181,70.82,2267.74,47.28,0.00138,65.48,105612.2,44.76,0.06405,65.14,77396.17,48.3,0.04694,67.02,52138.1,53.09,0.03162,86.05,12483053.25,86.05,7.57046,86.05,10468188.78,100,6.34853,86.05,6837754.44,90.76,4.14682,66.71,613469.83,49.4,0.37204,56.4,7216.51,39.74,0.00438,0.01,0,0.01,0,79.62,12338533.67,70.16,7.48282,60.33,320917.48,35.85,0.19462,0.01,0,0.01,0,62.03,1056915.53,30.75,0.64098,48.26,72.38,43.96,12.42,57.66,7.38,57.41,12.44,58.43,6835.61,52.1,2341.06,49.54,78.64,60.03,344.84,28.41,97.7,54.76,54.16,29.75,96.2,46.87,25,54.46,59.56,52.1,1068.88,42.46,11.4,64.92,112,41.31,53,47.67,141.33,36.2,47.66,50.23,39.06,46.73,8.6,65.76,0.40521,81.58,1859314,51.82,1.09,76.78,1523951,35.84,0.06,36.13,560,0.01,0,18.45,5.67,30.88,13906.72,64.76,28439.17,57.41,1284.52,76.89,5143016.4,54.93,3.52,39.78,18,34.7,1.2e-05,65.42,-0.962,59.75,-0.62741,66.81,-0.97016,58.69,-0.61126,59.22,67,73.35,61.3,68.72,89.21,62.88,2.02,57.77,173,57.92,27.3,61.42,0.92,79.55,25.54,57.16,92,54.84,1.3,65.93,0.48,56.41,22.83,57.66,465.01,61.7,2846.08,57.41,2698.78,12.25,98,11.96,98,25.54,93,54.46,2014.3,39.97,6.1
"Barbados","BRB",2023,2.58,0.48,13.87,6.99,8.49,44.93,41.44,4.15,49.3,0.04,49.34,0.5,32.11,38.09,36.62,45.99,53.85,0.15,34.62,0.01,0.01,2.69,0.14,28.67,35.53,42.34,58.46,33.54,25.98,0.01,38.94,29.2,61.45,37.42,52.1,0.01,0.67,0.01,24.76,0.01,34.52,29.86,42.3,31.25,41.82,41.21,32.54,43.46,48.66,20.69,592.2,49.05,0.20963,0.01,0,0.01,0,0.01,0,0.01,0,24.01,25.45,45.63,0.00901,31.9,19.39,49.26,0.00686,28.51,1.21,35.1,0.00043,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,33.63,1977.43,54.23,0.7,41.71,282.49,49.79,0.1,0.01,0,0.01,0,18.47,18216.47,46.33,6.44854,0.01,0,0.01,0,0.01,0,0.01,0,20.34,5136.45,40.41,1.81827,36.51,77.57,34.58,14.25,47.9,9.85,37.42,15.71,48.84,14810.85,69.97,371,31.08,0,36.2,-80.09,25.53,98.51,26.43,98.09,0.01,100,0.01,100,30.46,364.74,49.77,1126.01,16.26,3.4,52.45,121,48.84,57.08,77.31,339.93,37.42,48.98,36.82,25.57,63.8,23.41,52.1,0.33183,0.01,0,0.01,0,0.01,0,45.42,0.13,0.01,0,0.01,0,59.49,387.67,53.03,25468.75,43.35,5368.93,43.35,673.73,18.26,660,33.57,0.234,0.01,0,0.01,0,30.88,1.24295,38.58,0.5383,21.32,1.12222,41.83,0.37469,43.59,255.44,41.04,585.9,24.27,648.06,40.25,541.88,38.4,27,45.54,11.9,39.43,242.53,44.09,73.54,40.25,101.82,47.26,2.98,23.6,31.6,30.88,75.84,45.3,69.62,41.57,910.27,43.59,580.26,49.51,82,46.04,84,50.54,70,51.86,2730.01,55.91,9.4
"Belarus","BLR",2023,0.75,0.05,11.14,6.49,5.83,36.57,15.71,4.07,32.83,0.14,39.31,0.55,61.12,5.89,41.46,21.99,53.64,0.01,0.01,0.01,44.17,0.01,0.18,0.01,50.18,37.9,41.58,0.77,30.71,0.4,37.28,0.6,22.5,40.78,38.58,30.12,0.01,0.01,30.66,0.01,56.08,66.61,27.15,15.99,0.47,41.88,41.05,38.84,12.45,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,39.12,117341.25,47.4,1.27965,39.45,106088.05,48.2,1.15693,41.16,86140.75,51.16,0.93939,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,44.05,694513.94,75.91,7.57391,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,47.9,72.44,52.56,10.98,35.57,12.14,40.38,15.17,43.84,20859.09,39.43,6335.62,0.01,-82.62,59.22,289.42,33.39,96.53,28.25,97.9,0.01,100,15.72,99.6,32.82,346.76,42.34,1259.07,0.01,2.5,35.89,134,21.32,42.81,23.74,79.93,40.78,50.76,35.89,25.39,65.42,25.37,38.58,0.18956,33.74,18953,26.89,0.09,0.01,0,0.01,0,0.01,0,0.01,0,46.02,104.36,41.57,20684.18,33.89,458.19,36.82,540.64,29.71,10000,31.65,0.212,0.01,0,0.01,0,49.3,-0.23534,63.8,-0.77082,63.8,-0.73661,69.54,-1.10014,24.91,470.73,29.59,1021.76,6.73,908.1,38.01,749.86,0.01,2,22.51,2.7,43.35,134.24,38.01,84.58,44.58,100.31,67.06,0.29,43.72,4.05,23.6,86.6,33.89,8.7,53.27,1843.42,32.45,142.55,12.25,98,18.19,97,8.67,98,42.59,4904.93,67.55,14.8
"Belgium","BEL",2023,5.83,1.84,18.49,8.03,27.21,28.91,28.11,0.5,34.05,2.48,28.11,32.5,31.9,19.43,26.92,23.93,37.49,1.98,0.01,75.57,42.01,0.01,2.63,43.83,26.58,20.41,25.51,45.09,0.41,0.01,36.41,0.42,29.7,52.1,25.51,49.38,31.07,0.01,31.6,33.43,29.95,33.98,12.1,24.07,25.18,18.8,38.55,32.88,17.42,33.1,9342.08,36.33,0.08051,23.84,392.9,21.19,0.00339,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,66.75,135760.34,80.33,1.16997,67.8,113404.47,84,0.97731,68.55,70214.88,89,0.6051,41.16,137990.17,45.1,1.18918,40.47,113936.95,45.1,0.98189,38.12,73719.46,42.56,0.6353,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,46,767982.28,49.46,6.61837,36.6,39173.96,39.69,0.3376,0.01,0,0.01,0,45.84,251914.63,41.9,2.17097,27.7,81.88,25.51,16.48,33.19,12.38,12.55,19.6,25.51,59345.45,25.51,15544.58,31.08,0,65.42,653.31,0.01,100,16.93,99.49,0.01,100,0.01,100,23.6,424.45,56.16,1012.69,0.01,2.5,17.88,149,26.65,44.81,33.1,93.6,52.1,56.51,37.42,26.12,72.3,30.39,25.51,0.09915,49.98,150243,48.78,0.91,20.75,101,46.53,0.14,0.01,0,0.01,0,52.56,186.49,22.13,10709.18,22.13,129.12,24.27,267.98,33.76,20390,29.58,0.176,32.73,1,34.15,1e-05,28.68,1.48449,31.28,1.12509,40.25,0.61255,28.68,1.32596,14.41,625.7,10.16,2053,27.18,588.52,21.32,6305.43,19.42,5,32.64,4.1,19.49,2423.91,27.18,105.09,12.55,126.37,58.21,0.97,34.91,10.1,28.2,80.03,35.57,10,32.82,534.79,30.46,127.83,12.25,98,11.96,98,36.05,85,24.27,14222.65,57.92,10.3
"Belize","BLZ",2023,7.61,2.5,23.14,21.14,12.15,48.24,53.95,39.65,57.08,0.62,55.77,0.68,53.01,49.81,50.02,46.97,47.77,2.12,0.13,6.19,20.39,2.77,0.16,39.7,47.81,52.62,53.49,62.97,32.76,29.62,58.6,43.45,83.26,39.43,56.65,38.44,0.61,0.01,46.08,0.01,54.19,51.86,55.3,51.72,43.21,48.93,51.14,47.15,46.8,24.44,1148.03,53.37,0.279,20,177.18,34.56,0.04306,0.01,0,0.01,0,17.98,2.27,24.28,0.00055,0.01,0,0.01,0,0.01,0,0.01,0,21.29,11.58,27.5,0.00281,19.78,3.63,24.18,0.00088,20.09,0.02,0.01,0,14.46,1869.56,28.13,0.45435,14.46,1630.14,28.46,0.39616,15.26,1146.66,28.13,0.27867,36.1,3101.37,58.92,0.75371,44.54,392.42,47.65,0.09537,0.01,0,0.01,0,19.87,31682.03,90.64,7.69951,0.01,0,0.01,0,0.01,0,0.01,0,28.43,28640.06,55.43,6.96023,53.03,70.47,43.1,12.52,52.33,8.85,52.92,12.99,55.67,9325.39,51.4,2529.1,65.76,298.51,60.3,361.91,25.85,98.4,41.52,88.21,27.72,97.11,31.65,82.1,51.4,91.16,66.81,668.49,33.46,7.4,56.41,118,69.33,66.04,100,5331,39.43,49.68,52.1,42.26,43.84,7.42,56.65,0.36674,26.65,5612,55.45,1.39,37.65,5137,0.01,0,0.01,0,0.01,0,62.88,574.08,57.66,27260.03,48.37,8994.34,55.18,1114.82,40.07,46430,52.98,3.038,0.01,0,0.01,0,51.16,-0.30492,57.41,-0.48897,43.59,0.46072,61.7,-0.77817,53.03,127.37,57.66,206.12,61.7,117.31,43.35,280.79,41.44,36,45.06,11.2,42.59,157.55,53.03,56.8,51.86,95.4,63.2,0.58,38.87,7.25,54.46,25.6,52.33,174.61,39.15,794.66,51.16,1311.81,48.08,83,46.96,83,45.39,77,55.42,1877.79,41.18,6.3
"Benin","BEN",2023,1.6,0.09,28.56,41.2,12.87,43.94,63.47,56.54,65.22,7.67,66.12,0.54,53.45,73.83,61.06,66.55,20.88,0.01,0.03,0.01,48.53,0.01,2.82,0.01,69.02,69.38,65.12,52.03,67.66,61.53,64.85,37.86,55.03,73.35,68.72,18.56,38.62,0.63,28.91,0.01,50.42,56.66,75.11,73.32,73.08,67.76,55.03,77.33,57.27,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,16.89,0.24,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,44.73,200760.84,52.05,1.54387,45.1,173467.56,52.51,1.33398,45.1,130254.87,52.51,1.00167,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,48.29,958975.95,67.19,7.3746,37.74,46995.42,40.9,0.3614,0.01,0,0.01,0,0.01,0,0.01,0,74.49,59.82,63.96,9.61,75.09,4.3,64.11,10.77,66.46,3745.87,63.8,716.39,57.92,179.55,46.73,27.83,59.89,65.41,76.43,16.96,60.21,41.41,62.87,4,72.3,1.59,58.17,979.6,33.46,7.4,42.84,128,50.93,57.83,59.47,204.09,73.35,84.01,73.35,78.35,34.07,5.66,68.72,0.41378,23.65,2342,14.56,0.02,38.76,6892,38.49,0.08,39.21,1231,0.01,0,64.11,652.41,49.07,23965.18,84.04,51379.27,72.3,2001.98,35.01,23170,23.88,0.068,0.01,0,0.01,0,48.37,-0.15465,52.56,-0.20667,55.18,-0.30134,58.17,-0.59354,75.73,10.87,74.49,57.76,78.68,61.62,68.32,0.8,67.13,397,79.55,83.5,71.56,0.13,66.46,34.16,65.42,82.63,40.4,5.77,60.03,0.74,68.72,11.09,72.82,3357.07,77.87,5852.04,81.55,14242.22,55.23,76,52.91,75,64.27,46,64.76,931.85,6.73,1.5
"Bhutan","BTN",2023,1.21,0.1,14.53,8.58,8.94,39.97,56.64,16.18,36.97,0.03,45.83,0.39,32,57.16,51.3,29.78,41.81,2.01,0.01,0.01,23.98,0.01,0.16,0.01,50.17,58.49,54.57,64.28,38.82,0.57,61.66,50.18,49.46,24.27,42.08,0.34,0.01,0.01,15.49,0.01,31.53,32.48,58.58,55.06,57.9,54.61,48.2,55.34,16.03,26.73,2463.48,53.82,0.28559,18.93,70.52,23.98,0.00818,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,16.81,4269.66,29.74,0.49499,17.19,4247.03,32.29,0.49236,18.31,4187.27,37.46,0.48543,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,23.62,65718.42,79.86,7.6188,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,49.3,71.82,51.05,11.14,67.18,5.17,50.93,13.23,53.03,11248.91,56.16,1609.87,73.91,598.71,55.91,216.6,30.29,97.31,49.75,76.51,0.01,100,33.03,80.2,66.81,3.57,56.9,1000.67,40.23,9.55,62.58,114.87,44.82,54.89,54.58,175.58,24.27,40.73,45.54,32.09,46.97,8.64,42.08,0.24547,11.68,14,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,39.7,51.21,27.7,11471.7,60.03,22429.54,66.81,1831.86,14.27,100.4,16.81,0.012,0.01,0,0.01,0,27.7,1.55374,35.89,0.79633,28.2,0.97313,37.42,0.63563,60.3,56,56.9,221,53.51,190.82,56.65,7.48,58.4,183,57.41,26.7,53.74,9.53,57.16,46.57,53.03,94.23,41.71,5.47,43.72,4.05,61.42,16.45,54.22,264.44,54.22,1942.54,57.66,2731.66,12.25,98,11.96,98,28.09,91,44.82,4233.66,39.01,5.9
"Bolivarian Republic of Venezuela","VEN",2023,23.47,19.52,28.22,25.04,14.6,61.45,48.82,15.94,66.9,3.32,57.01,0.68,86.71,52.76,53.94,61.12,70.38,57.03,37.23,48.57,36.19,0.16,31.79,56.82,49.18,48.08,42.2,56.94,36.46,0.42,60.29,69.92,83.26,54.1,66.46,83.79,43.81,0.01,46.27,0.01,87.45,85.97,49.32,54.04,55.09,53.95,53.94,50.9,73.39,61.56,146239.7,62.43,0.45881,57.31,41547.58,45.97,0.13035,62.38,5655.04,54.49,0.01774,54.57,1485.17,40.16,0.00466,42.09,145.34,32.12,0.00046,32.96,8.04,27.27,3e-05,48.81,15668.96,41.81,0.04916,52.02,13485.99,47.17,0.04231,52.26,8724.09,50.17,0.02737,42.56,165262.25,30.7,0.51849,42.91,143354.58,31.01,0.44976,42.56,103301.53,30.38,0.3241,47.28,26501.37,40.58,0.08314,0.01,0,0.01,0,0.01,0,0.01,0,49.76,1118593.07,20.63,3.50945,33.29,26715.06,28.34,0.08382,33.07,3.81,32.25,1e-05,63.65,1368472.53,50.73,4.29342,52.56,70.55,46.02,12.03,42.08,11.11,54.94,12.82,43.1,22228.47,41.31,5587.61,61.13,205.15,53.03,141.72,39.93,93.69,33.29,95.76,0.01,100,17.92,97,51.63,90.99,70.41,589.76,59.95,22.9,81.55,97,69.33,66.04,100,5331,54.1,57.5,53.51,44.37,54.7,13.13,66.46,0.40659,91.41,3247057,76.8,5.07,43.03,13366,44.61,0.12,0.01,0,0.01,0,56.9,275.95,64.43,29567.06,66.11,32221.42,43.59,675.33,52.01,320898.2,41.16,1.006,0.01,0,0.01,0,87.45,-1.60578,87.45,-1.85185,73.91,-1.52605,100,-2.29597,45.06,244.62,53.98,269.01,63.8,109.9,45.78,224.33,54.51,125,55.67,24.2,48.49,42.38,57.41,46.49,56.41,92.63,77.41,0.1,53.74,1.47,37.72,64.91,53.98,257.35,46.26,1175.4,52.8,1565.84,72.39,56,75.94,50,71.92,37,49.54,3167.44,100,200.9
"Bosnia and Herzegovina","BIH",2023,2.63,0.34,20.28,14.13,11.51,51.26,51.97,4.95,38.12,1.75,32.79,0.67,58.79,38.76,51.38,46.6,56.25,2.47,0.03,0.01,31.96,0.01,0.17,12.5,45.94,46.95,46.14,73.32,33.5,0.65,44.59,0.62,39.25,38.01,37.12,25.04,21.42,0.01,44.27,0.01,64.03,53.97,44.21,38.96,33.81,41.61,63.45,40.96,53.01,35.33,12030.51,57.48,0.35922,30.44,1610.5,36.43,0.04809,0.01,0,0.01,0,16.16,0.05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,26.19,28406.84,37.46,0.84821,26.84,24210.12,37.46,0.7229,27.17,18965.13,39.79,0.56628,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,33.18,252913.78,73.39,7.55182,0.01,0,0.01,0,0.01,0,0.01,0,12.5,25.96,12.5,0.00078,40.51,75.3,52.1,11.03,45.78,10.54,48.14,13.8,46.02,17232.96,46.26,3606.86,68.32,426.46,78.68,1698.03,34,96.11,33,95.96,0.01,100,41.83,45.2,40.51,243.93,49.07,1139.97,0.01,2.5,38.01,132,33.54,47.93,45.93,137,38.01,49.39,26.65,22.29,67.18,27.1,37.12,0.17535,23.31,2193,26.89,0.09,20.05,78,22.89,0.01,0.01,0,0.01,0,15.96,5.14,46.49,22730.27,36.82,569.49,42.34,650.37,42.04,53962.2,46.62,1.622,0.01,0,0.01,0,58.96,-0.6437,69.54,-1.04125,56.16,-0.38058,51.86,-0.27889,46.73,222.1,41.83,571.72,40.25,363.17,37.72,770.11,30.68,10,37.27,5.6,41.57,184.88,31.68,98.51,54.7,93.29,93.73,0.02,55.55,1.16,49.07,37.92,30.88,7.33,59.49,2497.84,37.42,209.49,58.23,73,55.32,73,46.24,76,48.37,3511.7,65.42,14
"Botswana","BWA",2023,1.35,0.09,20.12,15.74,10.37,49.91,52.6,43.29,61.93,0.12,57.05,0.57,35.94,54.43,54.98,43.3,52.23,0.13,0.01,0.01,20.13,0.01,2.13,0.01,74.77,52.2,47.43,41.35,44.36,37.64,34.11,61.68,81.35,54.1,53.98,18.19,0.01,0.01,32.14,0.01,38.96,33.16,55.42,50.09,58.08,53,57.04,59.98,31.26,17.79,175.12,22.38,0.00729,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,19.4,8719.29,25.21,0.36303,17.57,5506.4,21.51,0.22926,17.57,3801.17,20.46,0.15826,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,30.46,181342.85,72.91,7.55031,18.22,1040,22.8,0.0433,0.01,0,0.01,0,0.01,0,0.01,0,71.8,61.14,77.87,8.9,46.73,10.34,58.3,12.27,48.14,15418.62,46.73,3562.67,50.46,89.26,33.89,-165.7,41.86,92.21,47,80.03,39.14,71.99,36.2,64.7,52.56,78.43,22.13,1607.37,58.61,21.9,64.92,112,79.55,70.03,83.2,493.83,54.1,57.5,58.43,51.84,34.07,5.66,53.98,0.34873,19.28,880,17.16,0.03,0.01,0,0.01,0,0.01,0,0.01,0,89.84,11251.83,37.72,18865.15,56.9,16729.43,54.94,1102.98,29.09,8445,35.5,0.366,0.01,0,0.01,0,36.51,0.6852,41.57,0.35407,27.7,0.97838,39.7,0.48163,60.03,56.02,51.16,346.87,51.63,207.11,48.6,82.78,55.95,144,60.3,34.9,47.2,52.42,53.74,54.73,58.69,89.04,59.89,0.86,57.16,0.96,54.22,26.09,62.28,1230.92,56.41,2116.04,61.42,4025.76,26.56,95,22.76,96,50.54,70,43.59,4551.26,62.58,12.2
"Brazil","BRA",2023,13.47,6.37,28.47,36.84,12.37,50.63,45.86,11.64,47.87,48.41,54.87,0.73,55.79,46.48,45.69,53.96,52.64,1.56,2.57,42.81,54.88,0.01,67.9,66.82,44.7,46,48.36,44.5,29,0.45,49.82,28.21,75.76,27.18,53.27,46.28,60.31,40.65,53.3,0.01,56.28,55.3,45.35,46.28,47.84,43.3,48.22,46.45,62.68,29.61,4154.46,19.41,0.00192,16.77,18.47,14.88,1e-05,0.01,0,0.01,0,69.07,7411.65,36.46,0.00343,44.25,195.36,25.56,9e-05,0.01,0,0.01,0,52.49,24326.27,35.25,0.01125,52.7,14595.97,34.94,0.00675,50.86,5991.46,35.51,0.00277,68.57,2180514.91,40.13,1.00878,69.61,1998236.79,42.56,0.92445,71.92,1699725.28,46.62,0.78635,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,85.2,14382083.13,50.5,6.65361,81.32,2023142.61,52.84,0.93597,87.97,257741.41,60.25,0.11924,85.53,11511021.31,52.21,5.32537,47.2,72.75,42.34,12.67,55.67,8.13,38.01,15.6,47.2,15599.18,49.54,2797.22,42.59,11.05,46.49,23.38,21.11,99.32,39.83,90.08,0.01,100,20.4,95.9,44.58,193.65,55.67,1024.89,20.93,4.1,38.01,132,77.11,68.7,74.44,306.89,27.18,43.1,43.1,29.39,56.16,13.71,53.27,0.3426,62.77,562589,34.12,0.2,71.63,708382,50.78,0.21,41.2,5582,40.11,0.01,59.22,385,65.09,30008.35,48.14,8776.65,48.84,881.69,68.45,2380186.8,41.51,1.11,0.01,0,0.01,0,55.67,-0.47782,56.9,-0.46029,58.69,-0.48501,52.1,-0.2804,47.44,214.2,43.35,551.3,50,237.25,42.84,355.83,46.42,60,49.3,14.4,43.84,127.03,52.8,56.84,35.08,104.68,56.57,1.18,46.26,3.28,42.84,54.48,52.1,173.23,37.42,704.52,51.4,1323.06,62.91,68,60.9,68,64.27,46,50,3073,55.42,9.3
