"WRI.Country","ISO3.Code","Year","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10_Norm","SI_10_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Norm","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Lithuania","LTU",2023,2.31,0.64,8.31,6.98,2.08,39.5,34.79,1.55,52.01,0.15,39.28,0.01,33.29,27.1,36.08,34.5,49.5,0.12,0.01,44.68,41.38,0.01,0.13,15.24,43.18,23.4,34.4,42.15,30.59,0.01,37.27,0.51,76.33,50.93,36.2,36.26,0.01,0.01,0.01,0.01,33.16,33.43,27,26.22,28.11,30.03,43.36,33.11,35.95,15.49,71.43,20.42,0.0026,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,38.08,1906.84,45.8,0.06928,40.13,1601.58,50.73,0.05819,41.6,980.55,53.88,0.03563,29.42,44500.77,53.45,1.6169,30.06,42203.27,55.44,1.53343,32.29,38500.03,59.36,1.39887,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,25.84,100661.48,23.2,3.65746,0.01,0,0.01,0,0.01,0,0.01,0,14.86,713.89,15.62,0.02594,44.58,73.72,41.83,12.77,17.28,13.5,31.68,16.29,33.89,42119.06,34.91,9111.06,31.08,0,57.16,247.11,26.82,98.01,34.88,93.94,0.01,100,0.01,100,37.42,286.48,37.12,1330.55,0.01,2.5,25.51,141,63.18,62.71,92.22,4301,50.93,55.7,32.07,23.64,75.73,32.06,36.2,0.17341,39.99,52636,32.87,0.17,0.01,0,0.01,0,0.01,0,0.01,0,45.06,92.26,45.06,22494.85,34.24,488.24,34.24,484.87,0.01,0,0.01,0,0.01,0,0.01,0,33.89,0.85124,32.45,1.05661,36.2,0.81543,30.88,1.10987,24.27,495,30.03,966.3,23.6,654.56,29.14,3511.64,28.03,8,28.2,3.3,31.68,1297.63,26.65,106.46,32.07,106.59,69.33,0.23,39.15,7.11,30.03,76.59,37.42,13.02,39.97,866.08,24.27,95.35,39.12,90,37.85,90,31.39,88,34.24,9370,71.56,18.9
"Luxembourg","LUX",2023,0.64,0.06,6.81,5.36,5.76,10.22,8.65,1.4,30.4,0.63,19.07,0.44,18.7,23.23,27.39,1.74,22.38,0.12,0.01,0.01,17.1,0.01,0.16,0.01,24.27,32.41,12.73,0.56,21.3,0.01,29.81,0.6,37.01,31.28,24.27,40.51,0.63,0.01,19.49,0.01,18.96,18.45,28.79,20.83,20.91,16.81,44.62,21.68,0.14,13.45,12.06,19.92,0.00204,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,13.65,1308.85,18.67,0.22164,14.06,1268.39,20.81,0.21479,14.87,1132.09,22.54,0.19171,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,21.61,45119.89,81.11,7.64069,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,24.27,82.63,24.27,16.63,22.89,13.02,45.9,14.4,10.16,91785.71,15.96,30080.31,31.08,0,0.01,-22537.73,14.98,99.88,30.29,97.59,0.01,100,0.01,100,30.03,373.01,29.59,1411.76,0.01,2.5,35.89,134,33.19,47.81,41.28,117.8,31.28,44.21,29.14,22.95,61.42,21.26,24.27,0.07896,30.11,11917,54.5,1.26,0.01,0,40.11,0.09,0.01,0,0.01,0,45.3,94.42,22.89,10782.14,10.16,83.33,12.55,238.13,16.72,303.8,22.71,0.048,0.01,0,0.01,0,19.49,1.87159,18.45,1.71904,18.45,1.20638,18.45,1.78688,38.87,320.42,21.32,1305.33,34.58,460.66,12.55,8173.95,19.42,5,22.51,2.7,14.41,3679.7,10.16,126.79,32.45,106.49,53.01,1.56,29.59,14.67,56.65,22.14,20.89,4.49,21.32,275.17,22.89,91.73,0.01,99,0.01,99,29.69,90,10.16,21757.63,49.3,8.1
"Madagascar","MDG",2023,23.59,18.38,30.27,25.97,15.27,69.94,63.99,77.9,68.27,0.58,59.9,0.73,64.63,75.54,70.61,76.75,63.14,0.12,36.2,42.17,39.96,66.2,58,25.19,61.26,68.85,78.32,50.75,80.65,67.99,73.13,91.85,64.23,65.42,75.73,0.41,48.61,0.01,53.35,0.01,66.88,62.45,73.75,85.59,68.28,75.21,66.29,78.08,75.44,19.62,372.77,17.86,0.00134,0.01,0,0.01,0,0.01,0,0.01,0,48.2,856.11,34.12,0.00308,38.59,91.23,31.27,0.00033,36.81,25.59,30.82,9e-05,46.06,7596.79,39.52,0.02737,45.53,4689.59,40.59,0.0169,44.22,1194.93,37.82,0.00431,43.63,177736.87,33.89,0.64041,44.36,161140.8,35.83,0.58061,45.85,135326.87,37.79,0.4876,65.09,537126.2,76.34,1.93534,71.34,70288.52,54.17,0.25326,66.22,1031.75,66.22,0.00372,57.67,2120762.93,81.76,7.64141,54.04,257645.4,51.7,0.92833,55.45,18729.86,52.13,0.06749,31.75,45904.43,19.98,0.1654,63.8,64.49,58.82,10.13,67.74,5.12,69.97,10.13,79.55,1574.56,77.11,140.24,53.51,116.44,48.14,42.84,74.15,53.39,87.72,12.31,62.48,33.74,73.98,1,74.49,1.07,71.8,563,90.45,48.5,93.27,85,60.85,61.38,67.79,253.8,65.42,74.52,65.76,68.76,34.91,5.76,75.73,0.43537,16.84,301,0.01,0,62.87,290814,37.59,0.07,0.01,0,0.01,0,49.07,142.64,57.16,27253.36,67.93,35478.26,67.55,1854.35,55.15,503282.6,51.6,2.738,0.01,0,0.01,0,65.09,-0.93338,68.72,-1.00036,61.42,-0.63593,63.49,-0.86677,65.76,24.61,82.72,34.17,82.72,47.84,88.56,0.3,64.49,335,72.3,66,87.45,0.01,72.82,28.46,66.81,81.66,45.22,3.77,77.87,0.19,82.72,5.53,82.72,5614.69,73.91,4387.58,77.87,11969.26,73.86,55,73.18,52,79.44,24,79.55,307.51,50.12,8.2
"Malawi","MWI",2023,3.17,0.35,28.64,25.65,14.03,65.31,61.81,65.08,68.06,0.67,60.58,0.71,53.69,72.42,74.28,51.84,72.33,38.55,0.01,0.01,32,0.16,3,0.01,61.32,63.62,73.32,51.02,62.14,76.65,74,50.9,56.82,74.49,74.49,38.15,0.8,0.01,50.22,0.01,56.86,50.7,81.3,72.53,64.4,75.25,73.33,68.22,39.4,45.13,35399.55,46.13,0.19174,36.6,4212.3,30.6,0.02282,37.93,298.19,37.13,0.00162,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,34.21,85533.92,28.46,0.46329,35.18,76866.31,28.78,0.41634,35.5,61632.01,30.7,0.33382,40.95,6496.11,37.77,0.03519,0.01,0,0.01,0,0.01,0,0.01,0,53.5,1391111.99,72.44,7.53485,42.14,90871.29,44.3,0.4922,0.01,0,0.01,0,0.01,0,0.01,0,66.81,62.9,56.28,10.28,73.35,4.49,55.18,12.68,78.68,1608.54,68.32,462.46,55.42,149.8,46.97,28.86,56.97,70.05,67.78,26.55,79.42,14.87,73.98,1,78.27,0.68,69.97,600.32,50.41,17.8,51.4,122,53.03,58.8,60.89,210.48,74.49,84.68,74.49,79.7,29.37,4.98,74.49,0.43436,40.6,55079,35.84,0.26,63.75,297308,0.01,0,0.01,0,0.01,0,81.55,4136.53,33.89,16333.15,65.42,30898.63,74.49,2060.76,59.27,955496.2,42.56,1.182,0.01,0,0.01,0,50.93,-0.3002,63.49,-0.76875,50.7,-0.11253,50.7,-0.2382,93.27,4.9,70.86,70,67.55,93.83,77.87,0.52,65.33,349,63.49,41.9,72.3,0.12,93.27,17.44,63.18,85.22,56.07,1.21,75.41,0.22,93.27,3.21,69.97,2542.29,67.18,3659.57,67.55,7872.61,31.89,93,39.72,89,48.28,74,71.32,502.33,73.35,20.8
"Malaysia","MYS",2023,14.04,8.64,22.83,15.9,20.01,37.42,40.37,4.33,34.61,3.13,53.72,4.41,40.26,45.12,46.34,35.25,32.08,1.76,48.4,41.82,43.1,0.15,2.51,62.25,43.45,47.19,38.67,33.5,27.88,0.46,39.11,0.7,42.89,27.7,34.91,53.44,57.46,0.01,34.66,0.56,37.93,42.73,47.65,47.68,40.44,42.97,49.97,41.71,29.79,30.88,5721.84,24.73,0.0166,21.76,273.27,17.63,0.00079,0.01,0,0.01,0,58.1,2650.05,44.19,0.00769,55.74,929.83,43.73,0.0027,51.58,249.51,39.82,0.00072,43.05,5110.46,38.2,0.01483,46.61,4859.27,39.23,0.0141,45.89,1612.39,38.79,0.00468,49.44,295858.04,37.79,0.85857,49.02,244416.36,37.13,0.70929,49.02,174354.83,38.45,0.50597,37.65,3284.48,35.08,0.00953,0.01,0,0.01,0,0.01,0,0.01,0,58.82,2284690.33,49.81,6.63009,32.21,25652.29,26.61,0.07444,0.01,0,0.01,0,68.47,2790631.61,56.6,8.09831,41.57,74.88,45.42,12.11,44.33,10.65,50.23,13.34,39.97,28151.64,37.42,7541.37,40.51,1.11,27.7,-547.5,30.6,97.1,25.41,98.62,0.01,100,21.44,95.5,49.54,111.22,30.88,1405.91,0.01,2.5,49.19,123,39.15,51.79,46.99,138.86,27.7,43.29,46.26,32.9,50.7,10.39,34.91,0.16595,56.69,352676,50.37,1.04,58.27,156024,56.66,0.38,0.01,0,0.01,0,53.03,198.53,60.85,28396.26,51.63,10630.64,50,908.08,42.71,62702.6,28.13,0.15,30.94,0.2,0.01,0,43.84,0.17053,32.82,0.99169,47.67,0.13885,38.3,0.55782,46.49,222.8,48.84,406.52,51.86,206.28,43.84,269,39.21,29,41.7,7.6,40.25,206.12,36.2,88.68,54.46,93.69,57.19,1.07,45.78,3.37,47.67,42.57,45.78,73.65,38.87,762.04,40.78,363.42,26.56,95,26.08,95,38.15,84,41.31,5581.31,24.91,3.4
"Maldives","MDV",2023,1.19,0.11,12.84,6.9,9.96,30.83,42.27,10.92,27.77,0.04,30.42,0.47,46.33,45.37,40.38,27.63,26.26,0.01,39.25,0.01,0.01,0.01,0.01,40.8,34.47,57.03,42.41,38.28,20.76,0.4,40.2,42.52,40.87,15.96,32.82,0.01,0.5,0.01,21.84,0.01,46.25,46.42,46.42,48.25,41.7,39.85,40.92,39.77,19.2,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,27.89,59.31,50.4,0.01675,34.91,42.95,53.67,0.01213,31.14,4.33,44.59,0.00122,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,29.09,31823.21,57.21,8.98654,32.82,79.92,36.2,13.64,58.17,7.32,55.91,12.64,45.3,18771.44,39.7,6222.01,68.72,426.95,21.32,-1874.76,19.67,99.54,21.91,99.16,0.01,100,16.09,99.2,46.73,146.74,34.58,1353.98,32.63,6.98,55.42,118.58,37.57,50.54,44.46,127.45,15.96,35.61,43.35,29.45,38.58,6.16,32.82,0.15098,0.01,0,0.01,0,25.21,373,0.01,0,0.01,0,0.01,0,6.73,2.8,51.63,25194.73,50.7,10285.66,48.6,880.21,17.88,624,26.68,0.122,0.01,0,0.01,0,52.8,-0.37122,40.51,0.3864,43.1,0.50279,50,-0.17186,48.6,197.47,44.33,489.7,48.6,252.91,47.9,112.72,45.4,53,38.3,6,48.49,42.38,25.51,108.19,51.16,95.95,40.4,5.77,30.88,13.8,54.94,24.77,44.82,61.45,30.03,432.57,46.73,908.22,22.9,96,18.19,97,17,96,38.58,7017.28,17.88,2.6
"Mali","MLI",2023,2.31,0.08,66.43,61.03,70.18,68.44,73.45,53.66,72.36,44.07,67.38,61.35,70.27,80.17,69.09,71.22,65.14,0.01,0.01,0.01,60.5,0.01,2.84,0.01,83.41,88.64,72.65,54.2,54.71,62.43,60.84,39.89,51.56,87.45,84.04,37.75,38.73,58.56,62.46,60.26,67.46,73.19,74.77,89.19,77.28,74.01,64.5,82.72,61.32,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,57.6,671649.68,63.4,2.88637,57.6,558292.18,62.67,2.39923,59.36,383654.63,62.67,1.64873,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,54.49,1712645.87,65.98,7.35999,39.3,59910.18,37.36,0.25746,0.01,0,0.01,0,0.01,0,0.01,0,79.55,58.94,87.45,8.33,87.45,2.31,89.84,7.42,74.49,2221.36,70.86,339.65,56.9,172.51,51.63,109.11,49.98,82.55,59.88,45.39,50.76,50.56,76.78,0.9,64.76,6.63,57.16,998.96,40.78,9.8,39.01,131,47.2,56.13,56.33,185.88,87.45,99.33,87.45,94.47,26.65,4.86,84.04,0.45944,40.3,53694,35.37,0.24,47.32,23957,31.7,0.03,56.02,153990,61.21,1.14,61.99,481.12,49.3,24180.08,77.11,45743.13,87.45,2661.32,62.96,1726979.2,61.96,6.428,55.75,428.8,65.13,0.002116,63.8,-0.86701,71.32,-1.22319,82.72,-2.35244,64.76,-0.90203,71.8,14.77,77.87,46.18,100,31.52,79.55,0.49,74.17,562,80.51,97.1,70.19,0.16,68.72,31.73,84.04,60.32,46.25,3.12,77.87,0.19,74.49,8.35,78.68,4672.33,84.04,6711.59,85.59,17313.18,53.75,77,56.7,72,75.67,33,73.91,469.84,57.41,10.1
"Malta","MLT",2023,0.88,0.15,5.13,4.67,2.07,13.99,25.82,0.5,35.56,0.16,30.15,0.01,34.52,25.79,36.84,2.09,35.58,0.14,38.93,0.01,0.01,0.01,0.01,31.58,17.17,30.95,29.06,28.78,0.32,0.01,31.59,0.6,33.58,35.24,38.01,43.67,0.01,0.01,0.01,0.01,37.49,31.79,19.42,29.51,29.93,27.67,49.04,31.12,0.14,19.98,445.96,40,0.10707,0.01,0,0.01,0,0.01,0,0.01,0,33.31,151.03,57.66,0.03626,29.42,7.19,39.49,0.00173,32.5,7.19,47.99,0.00173,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,22.75,10142.55,43.83,2.4351,14.41,83.78,20.45,17.06,34.58,12.21,27.7,16.84,31.68,45662.31,26.65,14254.15,31.08,0,26.65,-581.13,0.01,100,9.95,99.96,0.01,100,0.01,100,22.89,426.58,43.59,1243.8,0.01,2.5,35.89,134,31.28,46.76,36.04,102.94,35.24,47.07,15.96,19.32,67.55,27.75,38.01,0.18627,31.33,13841,60.88,2.51,0.01,0,0.01,0,0.01,0,0.01,0,42.59,72.44,29.14,11988.56,25.51,155.26,26.09,284.23,0.01,0,0.01,0,0.01,0,0.01,0,41.04,0.31758,34.24,0.89264,28.68,0.97268,35.24,0.86445,18.45,548.5,20.45,1440,30.88,546.25,28.2,3967.72,23.66,6,37.86,5.8,31.28,1323.84,22.89,115.08,29.59,108.24,68.25,0.27,41.31,5.58,41.83,56.5,27.7,5.89,32.45,523.19,33.54,156.87,0.01,99,0.01,99,25.54,93,31.68,10783.11,39.97,6.1
"Marshall Islands","MHL",2023,2.69,0.5,14.47,12.33,5.44,45.2,61.42,45.32,57.9,0.03,59,0.07,48.56,47.39,35.37,52.15,50.05,0.01,44.16,28.61,0.01,0.15,0.01,39.23,61.71,54.11,59.1,72.13,45.75,30.2,69.34,44.04,58.91,56.65,58.17,0.01,0.41,0.01,0.44,0.01,51.95,45.4,50.8,39.15,53.53,44.4,28.18,56.24,48.35,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,25.07,32.45,71.8,0.14453,31.06,10.86,67.96,0.04839,30.69,4.3,63.6,0.01914,23.83,45.97,60.96,0.20475,19.41,3.44,39.68,0.01533,20.47,0.04,23.95,0.00018,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,27.27,23.49,41.16,0.10464,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,21.72,8295.11,70.87,36.94747,62.73,65.27,60.71,9.96,43.1,10.88,67.93,10.24,57.41,7411.81,60.85,1056.43,87.45,2703.24,59.49,321.63,46.27,88.57,45.23,84.15,24.94,99.16,36.56,63.9,58.96,23.03,81.55,368.55,38.44,8.69,50.46,122.39,47.9,56.44,72.44,282.43,56.65,59.87,59.22,53.05,41.44,6.82,58.17,0.37113,0.01,0,0.01,0,17.19,28,0.01,0,0.01,0,0.01,0,42.34,71.78,87.45,41380.47,53.03,12303.34,61.7,1498.22,19.74,896,0.01,0,0.01,0,0.01,0,50,-0.24733,53.98,-0.29496,46.49,0.22134,44.33,0.24001,54.94,99.61,46.97,448.68,43.1,327.78,35.57,890.84,48.6,70.32,58.96,29.7,34.58,739.09,32.82,96.96,77.11,67.81,33.05,13.16,12.55,120.56,53.98,26.17,56.9,411.16,55.91,2101.69,55.91,2090.45,43.86,86,44.98,85,57.3,58,61.42,1254.84,40.78,6.2
"Mauritania","MRT",2023,9.01,2.91,27.89,23.17,15.14,61.82,61.86,47.55,60.11,0.71,53.15,0.83,61.85,67.57,69.27,63.35,53.85,0.11,1.87,32.25,40.28,0.01,37.49,17.48,70.31,72.71,56.3,50.88,56.02,47.47,44.56,43.15,44.4,72.82,67.18,53.47,0.68,0.01,69.57,0.01,62.43,61.28,67.37,64.27,71.24,67.88,70.68,67.73,59.26,13.86,22.25,16.25,5e-04,0.01,0,0.01,0,0.01,0,0.01,0,26.47,48.53,26.06,0.00109,26.24,2.3,23.99,5e-05,0.01,0,0.01,0,31.62,454.52,34.44,0.01017,30.17,226.3,33.31,0.00506,30.89,77.97,33.29,0.00174,31.33,63210.91,49.86,1.41432,32.29,56651.83,50.72,1.26757,32.93,41557.9,50.72,0.92984,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,34.91,282436.48,44.92,6.31943,34.74,32716.41,48.53,0.73202,32.02,0.9,32.78,2e-05,17.48,2753.48,17.48,0.06161,64.11,64.36,77.11,8.94,70.41,4.92,75.09,9.38,60.3,5745.47,52.56,2237.17,62.28,247.8,41.57,-5.37,55.05,71.68,57,49.83,53.37,47.35,42.22,42.6,66.11,4.16,30.03,1411.14,41.33,10.1,45.06,126,39.7,52.14,49.66,149.93,72.82,82.72,72.3,76.76,36.82,5.96,67.18,0.40844,47.9,118666,59.68,2.28,46.42,23284,0.01,0,0.01,0,0.01,0,38.01,42.5,45.78,22635.63,59.49,21912.76,77.11,2357.74,53.32,366621.6,90.76,26.838,0.01,0,0.01,0,62.58,-0.82105,62.28,-0.73372,62.28,-0.67025,60.3,-0.67056,67.93,18.99,66.81,98.69,71.32,75.09,57.92,4.69,81.09,766,62.58,40.5,57.41,2.34,69.97,31.38,77.87,66.6,70.09,0.2,62.58,0.63,80.51,5.87,72.3,3323.21,61.42,2777.75,69.97,8612.07,62.91,68,63.47,66,52.11,68,51.4,2840.64,56.41,9.6
"Mauritius","MUS",2023,3.6,0.73,17.77,12.43,9.82,45.94,43.76,28.33,38.41,0.11,56.67,0.57,36.18,45.92,46.91,40.54,50.99,0.01,2.38,1.49,0.01,74.36,0.17,23.82,43.06,43.33,47.41,41.46,23.14,21.15,31.15,42.28,53.88,23.6,44.58,0.32,0.46,0.01,32.14,0.01,37.49,34.91,44.48,44.23,49.21,46.24,47.58,42.48,38.69,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,40.78,382.06,54.76,0.03034,27.42,3.09,29.59,0.00025,0.01,0,0.01,0,18.01,0.79,17.98,6e-05,18.31,0.77,18.68,6e-05,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,51.03,46586.11,100,3.7,58.89,8812.75,81.75,0.69993,68.81,3690.83,100,0.29314,25.48,96933.37,88.7,7.69872,0.01,0,0.01,0,0.01,0,0.01,0,20.68,6712.27,27.44,0.53311,45.78,73.56,40.51,12.97,46.49,10.43,40.38,15.17,41.83,23377.07,53.74,1955.37,72.82,585.82,23.6,-893.28,15.81,99.87,33.87,95.15,23.77,99.66,18.81,96.8,39.97,259.78,24.27,1557.04,36.34,7.8,49.19,123,49.77,57.47,58.34,197.5,23.6,40.71,31.28,23.41,58.43,17.3,44.58,0.27676,10.04,10,0.01,0,21.44,138,0.01,0,0.01,0,0.01,0,54.7,235.55,61.99,28648.53,65.09,30777.37,46.73,837.37,27.82,6027.8,37.13,0.474,0.01,0,0.01,0,40.25,0.46755,34.91,0.8494,34.91,0.85581,34.91,0.87343,42.34,265.8,46.73,449.53,37.72,394.76,51.86,38.88,46.8,61,51.74,16.6,50.23,22.1,38.3,84.45,51.4,95.63,47.64,2.76,48.14,2.61,46.97,44.26,40.78,28.74,43.35,1051.72,43.35,560.82,34.39,92,31.14,93,54.09,64,44.09,4496.16,58.96,10.8
"Mexico","MEX",2023,38.17,50.08,29.09,44.78,12.28,44.76,48.51,32.66,54.88,40.15,51.57,0.61,60.93,49.78,49.12,38.74,47.13,50.99,45.37,37.05,52.3,74.21,53,44.8,50.69,46.22,44.32,53.33,25.71,26.59,51.31,32.42,74.83,38.3,57.66,48.72,30.65,43.34,37.32,0.01,60.03,61.84,49.23,57.47,43.61,47.24,51.07,46.4,32.35,68.8,280487.91,46.54,0.20007,62.02,69837.99,36.8,0.04981,58.74,4532.13,40.95,0.00323,61.4,3339.4,31.86,0.00238,57.51,1390.11,37.06,0.00099,57.94,693.59,36.1,0.00049,45.54,7569.88,30.51,0.0054,46.07,4717.26,30.17,0.00336,44.77,1256.74,29.91,9e-04,66.67,1530423.32,42.91,1.09162,66.67,1240778.89,41.86,0.88502,64.96,788928.08,39.45,0.56273,78.57,2188886.62,65.03,1.56129,77.46,530417.3,74.11,0.37834,75.47,71562.73,75.47,0.05104,78.24,10094542.83,60.29,7.20023,68.27,470790.33,39.3,0.3358,44.78,2687.9,39.11,0.00192,61.27,1036942.14,32.75,0.73963,54.7,70.21,46.97,11.72,50.46,9.22,42.34,14.86,45.06,19069.01,43.59,4610.58,42.34,8.64,67.18,816.61,17.79,99.68,37.16,92.42,24.16,99.4,29.27,84.9,45.06,184.01,58.43,978.02,28.32,6.1,37.12,133,93.27,74.54,60.04,207.35,38.3,49.45,48.84,37.29,52.8,12.16,57.66,0.37033,61.08,498226,38.86,0.36,41.04,10566,22.89,0.01,44.8,9223,41.92,0.02,53.74,223.41,66.46,30547.37,54.7,15323.18,36.2,533.43,40.72,46790.2,34.21,0.266,0.01,0,0.01,0,66.46,-1.00163,54.22,-0.31216,61.7,-0.63674,61.99,-0.79971,45.3,244.1,53.51,295.6,65.76,104.97,50.23,48.4,40.4,33,47.08,13.2,49.3,27.75,55.42,51.78,38.58,102.76,49.73,2.19,55.91,1.1,47.9,42.34,49.77,127.67,40.51,893.88,49.54,1096.36,52.34,78,50.83,78,12.72,97,46.26,3926.62,48.02,7.9
