"WRI.Country","ISO3.Code","Year","W","E","V","S","C","A","S_01","S_02","S_03","S_04","S_05","C_01","C_02","C_03","A_01","A_02","A_03","EI_01","EI_02","EI_03","EI_04","EI_05","EI_06","EI_07","SI_01","SI_02","SI_03","SI_04","SI_05","SI_06","SI_07","SI_08","SI_09","SI_10","SI_11","SI_12","SI_13","SI_14","CI_01","CI_02","CI_03","CI_04","CI_05","CI_06","CI_07","AI_01","AI_02","AI_03","AI_04","EI_01a_Norm","EI_01a_Base","EI_01b_Norm","EI_01b_Base","EI_01c_Norm","EI_01c_Base","EI_01d_Norm","EI_01d_Base","EI_01e_Norm","EI_01e_Base","EI_01f_Norm","EI_01f_Base","EI_02a_Norm","EI_02a_Base","EI_02b_Norm","EI_02b_Base","EI_02c_Norm","EI_02c_Base","EI_02d_Norm","EI_02d_Base","EI_02e_Norm","EI_02e_Base","EI_02f_Norm","EI_02f_Base","EI_03a_Norm","EI_03a_Base","EI_03b_Norm","EI_03b_Base","EI_03c_Norm","EI_03c_Base","EI_03d_Norm","EI_03d_Base","EI_03e_Norm","EI_03e_Base","EI_03f_Norm","EI_03f_Base","EI_04a_Norm","EI_04a_Base","EI_04b_Norm","EI_04b_Base","EI_04c_Norm","EI_04c_Base","EI_04d_Norm","EI_04d_Base","EI_04e_Norm","EI_04e_Base","EI_04f_Norm","EI_04f_Base","EI_05a_Norm","EI_05a_Base","EI_05b_Norm","EI_05b_Base","EI_05c_Norm","EI_05c_Base","EI_05d_Norm","EI_05d_Base","EI_05e_Norm","EI_05e_Base","EI_05f_Norm","EI_05f_Base","EI_06a_Norm","EI_06a_Base","EI_06b_Norm","EI_06b_Base","EI_06c_Norm","EI_06c_Base","EI_06d_Norm","EI_06d_Base","EI_06e_Norm","EI_06e_Base","EI_06f_Norm","EI_06f_Base","EI_07a_Norm","EI_07a_Base","EI_07b_Norm","EI_07b_Base","SI_01a_Norm","SI_01a_Base","SI_01b_Norm","SI_01b_Base","SI_02a_Norm","SI_02a_Base","SI_02b_Norm","SI_02b_Base","SI_03a_Norm","SI_03a_Base","SI_03b_Norm","SI_03b_Base","SI_04a_Norm","SI_04a_Base","SI_04b_Norm","SI_04b_Base","SI_05a_Norm","SI_05a_Base","SI_05b_Norm","SI_05b_Base","SI_06a_Norm","SI_06a_Base","SI_06b_Norm","SI_06b_Base","SI_07a_Norm","SI_07a_Base","SI_07b_Norm","SI_07b_Base","SI_08a_Norm","SI_08a_Base","SI_08b_Norm","SI_08b_Base","SI_09a_Norm","SI_09a_Base","SI_09b_Norm","SI_09b_Base","SI_10_Norm","SI_10_Base","SI_10a_Norm","SI_10a_Base","SI_10b_Norm","SI_10b_Base","SI_11_Norm","SI_11_Base","SI_12a_Norm","SI_12a_Base","SI_12b_Norm","SI_12b_Base","SI_13a_Norm","SI_13a_Base","SI_13b_Norm","SI_13b_Base","SI_14a_Norm","SI_14a_Base","SI_14b_Norm","SI_14b_Base","SI_15a_Norm","SI_15a_Base","SI_15b_Norm","SI_15b_Base","SI_15c_Norm","SI_15c_Base","SI_15d_Norm","SI_15d_Base","CI_01a_Norm","CI_01a_Base","CI_01b_Norm","CI_01b_Base","CI_02a_Norm","CI_02a_Base","CI_02b_Norm","CI_02b_Base","CI_03a_Norm","CI_03a_Base","CI_03b_Norm","CI_03b_Base","CI_04a_Norm","CI_04a_Base","CI_04b_Norm","CI_04b_Base","CI_05a_Norm","CI_05a_Base","CI_05b_Norm","CI_05b_Base","CI_06a_Norm","CI_06a_Base","CI_06b_Norm","CI_06b_Base","CI_07a_Norm","CI_07a_Base","CI_07b_Norm","CI_07b_Base","AI_01a_Norm","AI_01a_Base","AI_01b_Norm","AI_01b_Base","AI_01c_Norm","AI_01c_Base","AI_02a_Norm","AI_02a_Base","AI_02b_Norm","AI_02b_Base","AI_02c_Norm","AI_02c_Base","AI_03a_Norm","AI_03a_Base","AI_03b_Norm","AI_03b_Base","AI_03c_Norm","AI_03c_Base","AI_04a_Norm","AI_04a_Base","AI_04b_Norm","AI_04b_Base","AI_04c_Norm","AI_04c_Base","AI_05a_Norm","AI_05a_Base","AI_05b_Norm","AI_05b_Base"
"Liberia","LBR",2024,3.11,0.54,17.89,25.34,3.49,64.79,68.3,72.76,61.12,0.49,70.22,0.01,63.97,66.51,63.97,65.38,65.02,0.12,0.17,2.07,55.91,0.01,60.06,0.01,72.05,68.52,74.93,58.84,62.77,74.6,77.98,76.77,42.84,69.12,77.11,19.68,0.01,0.59,0.01,0.01,68.94,59.35,70.66,51.97,80.13,60.7,67.41,71.04,60.17,15.09,67.73,18.38,0.0015,0.01,0,0.01,0,0.01,0,0.01,0,43.84,587.98,48.19,0.01306,0.01,0,0.01,0,0.01,0,0.01,0,28.22,205.46,30.13,0.00456,29.41,176.53,31.34,0.00392,0.01,0,0.01,0,42.91,169298.91,67.59,3.76007,43.63,158059.29,69.61,3.51044,45.48,133765.9,76.27,2.9709,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,36.89,346695.92,100,7.7,53.43,249227.12,84.88,5.53525,48.71,5120.85,57.61,0.11373,0.01,0,0.01,0,72.3,60.75,71.8,9.12,68.32,5.32,68.72,10.47,84.04,1474.7,66.81,601.27,64.43,271.37,53.74,178.54,54.59,75.61,72.17,22.52,65.37,29.85,85.13,0.8,69.54,2.5,87.45,318.29,73.98,38.4,79.66,95,43.35,54.88,42.34,270.25,69.12,78.03,69.12,72.14,36.51,5.89,77.11,0.44047,23.01,1773,16.84,0.03,0.01,0,0.01,0,35.31,434.78,0.01,0,68.32,862.47,48.14,22866.6,100,66262.4,73.91,2841.61,0.01,0,0.01,0,0.01,0,0.01,0,63.8,-0.9265,74.49,-1.43825,54.94,-0.2916,64.11,-0.91524,73.91,14.23,67.55,97.13,56.65,159,47.67,102.84,84.04,652.34,76.4,76,50.93,18.69,58.96,44.89,74.49,67.6,76.06,0.08,65.26,0.12,61.7,17.51,71.8,2346.84,67.55,3851.54,73.91,8412.06,52.7,78,72.84,52,56.74,59,69.54,564.41,60.8,10.6
"Libyan Arab Jamahiriya","LBY",2024,13.87,4.94,38.95,22.11,57.58,46.4,45.47,27.44,37.02,2.61,43.81,49.33,83.55,46.33,51.37,50.78,38.29,0.15,38.99,50.87,12.36,0.01,46.19,42.09,50.22,51.82,39.38,41.7,23.89,29.59,23.78,33.75,41.01,38.58,32.07,38.97,0.01,45.88,34.18,71.2,83.55,83.55,47.41,43.34,48.41,48.85,54.03,47.4,54.41,29.3,4065.53,33.02,0.05897,0.01,0,0.01,0,0.01,0,0.01,0,38.71,290.04,38.9,0.00421,41.05,122.29,40.51,0.00177,39.4,31.63,35.6,0.00046,47.13,8329.11,52.93,0.12081,47.17,5957.75,56.37,0.08642,47.06,2607.11,55.53,0.03782,12.81,998.76,12.81,0.01449,12.81,634.22,11.51,0.0092,12.81,396.12,11.51,0.00575,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,38.83,449736.96,48.77,6.52343,44.74,110838.23,60.33,1.60771,42.65,717.64,44.54,0.01041,42.66,143273.18,41.52,2.07818,49.07,71.91,51.4,11.11,56.9,7.78,47.2,13.98,43.59,23602.81,35.57,10633.83,54.22,134.9,32.07,-395.7,13.91,99.89,41.03,92.11,41.7,70.21,20.99,96.34,55.67,47.91,10.16,2046.29,35.49,8.4,32.1,136,42.08,54.32,39.97,245.17,38.58,49.61,52.33,42.33,42.84,7.28,32.07,0.13969,38.52,44459,39.43,0.66,0.01,0,0.01,0,52.49,63015.61,40.11,0.01,32.07,22.87,45.78,22071.54,54.22,14679.42,46.26,1196.95,52.21,324006,22.38,0.06,65.36,894.8,77.56,0.013874,81.55,-1.52598,85.59,-1.75491,81.55,-2.19796,85.59,-1.80245,48.84,202.44,46.02,487.35,43.84,320,42.84,338.74,52.56,72.13,44.58,10.8,46.73,63.28,54.22,54.01,46.02,97.05,68.12,0.2,63.41,0.15,36.51,69.8,45.3,47.95,49.54,1693.62,47.44,720.57,59.95,73,56.16,73,47.84,72,51.4,2814.06,28.52,3.4
"Liechtenstein","LIE",2024,0.71,0.09,5.64,6.5,0.99,27.92,29.95,2.98,28.67,0.14,32.5,0.01,3.18,30.56,20.86,28.75,36.29,2.09,0.01,0.01,19.97,0.01,0.15,0.01,19.56,36.68,32.61,34.41,0.3,0.45,22.62,25.81,29.1,41.57,19.49,29.8,0.01,0.01,0.01,0.01,23.57,0.43,31.99,27.65,32.26,15.29,28.45,35.54,23.26,17.42,165.57,60.14,0.42016,17.5,42.19,44.82,0.10707,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,11.51,305.56,35.5,0.77541,11.51,216.27,34.53,0.54882,11.51,160.79,33.89,0.40802,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,10.68,3034.28,100,7.7,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,17.28,83.26,22.13,16.7,33.89,12.35,39.7,15.47,34.91,43932.88,30.46,14141.24,53.51,128.89,22.13,-1525.19,0.01,100,9.04,99.95,0.01,100,19.94,96.92,12.55,487.93,40.78,1262.8,16.83,3.02,39.58,131.34,26.09,44.39,32.45,181.17,41.57,51.13,22.89,21.86,69.54,29.27,19.49,0.04908,18.51,621,47.99,1.35,0.01,0,0.01,0,0.01,0,0.01,0,38.58,52.52,30.46,13814.95,29.59,417.35,32.07,577.53,0.01,0,0.01,0,0.01,0,0.01,0,22.89,1.71433,24.27,1.48784,0.01,1.64434,18.45,1.72042,34.58,352.24,29.59,961.54,26.65,605.02,28.68,4442.03,32.45,6.91,32.07,3.85,6.73,7159.42,21.32,116.91,24.91,111.78,37.12,9.03,13.41,96.72,46.26,47.32,34.58,11.19,36.51,672.4,35.57,158.67,19.94,97,23.6,96,26.75,93,35.24,10777.27,37.38,4.63
"Lithuania","LTU",2024,2.32,0.64,8.39,7.26,2.13,38.25,34.65,1.6,52.32,0.17,40.94,0.01,34.23,28.16,36.13,34.63,44.73,0.12,0.01,44.68,41.38,0.01,0.13,15.24,43.18,23.95,34.22,40.75,31.83,0.01,37.08,0.55,74.65,52.1,36.82,49.26,0.01,0.01,0.01,0.01,33.85,34.61,25.83,26.94,32.09,28.28,46.15,31.98,37.5,15.49,71.43,20.42,0.0026,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,38.08,1906.84,45.8,0.06928,40.13,1601.58,50.73,0.05819,41.6,980.55,53.88,0.03563,29.42,44500.77,53.45,1.6169,30.06,42203.27,55.44,1.53343,32.29,38500.03,59.36,1.39887,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,25.84,100661.48,23.2,3.65746,0.01,0,0.01,0,0.01,0,0.01,0,14.86,713.89,15.62,0.02594,44.58,73.72,41.83,12.77,17.28,13.5,33.19,16.4,33.54,49157.38,34.91,10907.69,31.88,0,52.1,120.54,28.1,98.04,36.05,95.31,0.01,100,0.01,100,38.3,285.5,35.89,1351.28,0.01,2.5,30.1,137,59.75,61.7,93.27,4184,52.1,56.54,32.82,23.99,75.09,32.55,36.82,0.17384,42.73,75866,56.78,2.49,0.01,0,0.01,0,0.01,0,0.01,0,44.82,94.11,47.67,22574.79,34.58,846.19,38.01,842.06,0.01,0,0.01,0,0.01,0,0.01,0,34.91,0.74705,32.82,0.99432,38.3,0.65374,31.28,1.06028,22.89,495.03,29.14,966.3,24.91,632.81,29.14,4309.91,36.51,8.66,28.2,3.3,26.09,1978.41,27.7,104.24,31.28,106.52,66.64,0.23,43.09,1.4,34.24,71.91,33.54,9.95,41.31,1000.24,23.6,82.97,37.82,90,38.24,90,36.47,87,34.58,10913.95,57.87,9.3
"Luxembourg","LUX",2024,0.61,0.06,6.17,4.16,5.85,9.65,9.17,1.42,26.41,0.16,22.74,0.43,17.1,27.17,30.83,1.77,16.49,0.12,0.01,0.01,17.1,0.01,0.16,0.01,24.27,34.15,15.22,0.56,21,0.01,31.64,0.61,24.59,30.88,24.27,41.29,0.01,0.01,18.09,0.01,16.76,17.45,29.11,25.63,26.87,20.28,46.88,20.99,0.15,13.45,12.06,19.92,0.00204,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,13.65,1308.85,18.67,0.22164,14.06,1268.39,20.81,0.21479,14.87,1132.09,22.54,0.19171,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,21.61,45119.89,81.11,7.64069,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,24.27,82.63,24.27,16.63,25.21,12.96,46.26,14.2,12.55,98653.38,18.45,27135.9,31.88,0,0.01,-25131.06,13.91,99.89,31.69,97.59,0.01,100,0.01,100,28.68,383.39,34.91,1369.16,0.01,2.5,37.52,133,24.91,44.18,24.27,143.09,30.88,44.57,28.2,22.84,61.42,21.73,24.27,0.07933,31.39,13484,54.32,2.27,0.01,0,0.01,0,0.01,0,0.01,0,47.9,123.61,24.27,11321.89,15.96,219.82,14.41,383.9,15.45,303.8,21.18,0.048,0.01,0,0.01,0,19.49,1.8836,14.41,1.77272,24.27,1.06389,12.55,1.76915,38.3,328.52,22.13,1263.39,38.01,415,17.28,8735.65,32.07,6.49,22.51,2.7,10.16,4583.71,22.13,115.57,37.12,102.72,51.16,1.59,34.46,7.72,58.43,20.73,18.45,5.27,18.45,215.05,27.18,102.57,0.01,99,0.01,99,32.88,90,10.16,25651.64,26.78,3.2
"Madagascar","MDG",2024,24.8,18.38,33.47,34.35,15.27,71.49,63.87,78.02,64.91,2.47,59.9,0.7,64.45,78.98,71.85,74.19,68.55,0.12,36.2,42.17,39.96,66.2,58,25.19,61.26,72.33,75.58,49.69,79.48,66.35,70.27,100,55.67,65.42,75.09,0.43,65.25,0.54,49.21,0.01,66.48,62.49,74.96,91.54,71.81,73.48,70.25,75.55,72.86,19.62,372.77,17.86,0.00134,0.01,0,0.01,0,0.01,0,0.01,0,48.2,856.11,34.12,0.00308,38.59,91.23,31.27,0.00033,36.81,25.59,30.82,9e-05,46.06,7596.79,39.52,0.02737,45.53,4689.59,40.59,0.0169,44.22,1194.93,37.82,0.00431,43.63,177736.87,33.89,0.64041,44.36,161140.8,35.83,0.58061,45.85,135326.87,37.79,0.4876,65.09,537126.2,76.34,1.93534,71.34,70288.52,54.17,0.25326,66.22,1031.75,66.22,0.00372,57.67,2120762.93,81.76,7.64141,54.04,257645.4,51.7,0.92833,55.45,18729.86,52.13,0.06749,31.75,45904.43,19.98,0.1654,63.8,64.49,58.82,10.13,71.32,4.59,73.35,9.21,77.87,1725.99,73.35,270.18,52.56,116,46.97,33.1,74.15,53.47,85.2,14.75,62.82,35.12,70.07,1.5,73.91,1.1,66.81,701.85,100,51,100,82,59.22,61.38,52.33,390.46,65.42,73.67,65.76,67.85,35.89,5.82,75.09,0.43399,18.11,429,0.01,0,62.87,290814,67.72,0.98,29.15,128.83,0.01,0,51.86,175.06,59.75,27279.05,63.18,24531.57,65.76,2363.36,54.86,538818.6,44.14,1.776,0.01,0,0.01,0,65.42,-1.00865,67.55,-0.98773,60.3,-0.53104,64.76,-0.94236,67.93,21.31,82.72,34.51,89.84,33.51,93.27,0.29,71.32,391.52,72.3,66,85.59,0.02,72.3,29.43,64.11,84.1,43.59,4.11,100,0,79.55,6.15,80.51,4094.39,71.32,4363.67,75.09,8743.48,73.05,57,70.95,55,74.63,32,77.87,346.1,60.35,10.5
"Malawi","MWI",2024,3.37,0.35,32.44,34.28,14.59,68.28,62.39,63.43,65.58,2.9,62.93,0.76,56.08,72.92,77.82,56.54,72.34,38.55,0.01,0.01,32,0.16,3,0.01,61.32,65.66,77.29,48.69,58.08,75.43,74.59,49.54,50.77,73.35,75.73,35.29,69.05,0.01,58.12,0.01,60.64,51.86,78.19,73.95,67.07,76.69,78.97,68.45,46.7,45.13,35399.55,46.13,0.19174,36.6,4212.3,30.6,0.02282,37.93,298.19,37.13,0.00162,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,34.21,85533.92,28.46,0.46329,35.18,76866.31,28.78,0.41634,35.5,61632.01,30.7,0.33382,40.95,6496.11,37.77,0.03519,0.01,0,0.01,0,0.01,0,0.01,0,53.5,1391111.99,72.44,7.53485,42.14,90871.29,44.3,0.4922,0.01,0,0.01,0,0.01,0,0.01,0,66.81,62.9,56.28,10.28,68.72,5.24,62.73,11.5,79.55,1700.97,75.09,111.54,56.16,177.05,42.21,9.39,56.97,71.87,59.21,49.24,79.61,14.19,71.47,1.4,76.4,0.73,72.82,601.27,48.48,17.8,50.63,121,53.03,58.8,48.6,345.79,73.35,82.49,73.91,77.73,24.59,4.76,75.73,0.4341,39.12,51471,31.83,0.28,63.75,297308,74.8,1.46,0.01,0,0.01,0,80.51,5969.88,40.78,20073.55,64.11,26441.27,74.49,2865.65,60.01,1407502.4,56.29,4.764,0.01,0,0.01,0,57.92,-0.61048,63.49,-0.84093,52.33,-0.15286,51.4,-0.219,82.72,7.36,73.91,61.5,67.93,83.21,80.51,0.42,70.86,380.67,63.49,41.9,73.91,0.09,93.27,18.59,65.42,82.89,52.8,1.39,100,0,93.27,2.7,73.35,2406.64,65.09,3661.79,67.18,6545.88,43.35,86,42.49,87,55.3,60,71.32,516.42,73.38,27.7
"Malaysia","MYS",2024,14.5,8.64,24.34,19.68,20.35,35.99,40.8,11.74,36.64,3.03,55.57,4.47,40.27,46.8,51.22,29.1,31.27,1.76,48.4,41.82,43.1,0.15,2.51,62.25,43.45,48.26,38.96,33.91,32.75,0.56,40.16,25.76,50.85,27.7,34.91,49.94,55.71,0.01,35.61,0.56,37.49,43.25,50.12,48.38,42.27,44.41,59.08,44.24,19.14,30.88,5721.84,24.73,0.0166,21.76,273.27,17.63,0.00079,0.01,0,0.01,0,58.1,2650.05,44.19,0.00769,55.74,929.83,43.73,0.0027,51.58,249.51,39.82,0.00072,43.05,5110.46,38.2,0.01483,46.61,4859.27,39.23,0.0141,45.89,1612.39,38.79,0.00468,49.44,295858.04,37.79,0.85857,49.02,244416.36,37.13,0.70929,49.02,174354.83,38.45,0.50597,37.65,3284.48,35.08,0.00953,0.01,0,0.01,0,0.01,0,0.01,0,58.82,2284690.33,49.81,6.63009,32.21,25652.29,26.61,0.07444,0.01,0,0.01,0,68.47,2790631.61,56.6,8.09831,41.57,74.88,45.42,12.11,43.72,10.75,53.27,12.93,40.25,32413.37,37.72,8913.98,40.78,0.4,28.2,-613.51,31.23,97.16,34.34,96,0.01,100,31.6,84.1,48.6,124.43,33.19,1412.92,13.43,2.7,49.41,122,53.98,58.86,47.9,339.14,27.7,43.21,45.78,32.47,50.93,10.74,34.91,0.16583,56.05,350988,44.5,1.04,58.27,156024,53.27,0.46,0.01,0,0.01,0,50.7,152.06,68.32,33604.46,48.37,7442.56,56.9,1720.36,41.62,76160,30.46,0.188,30.94,0.2,0.01,0,42.34,0.24918,33.19,0.99327,47.44,0.14036,39.43,0.5619,50.7,169.34,49.54,410.61,52.8,201,44.33,262.81,42.84,21.13,41.7,7.6,42.08,207.2,37.72,85.85,55.18,91.13,58.69,0.79,71.6,0.04,49.07,40.27,47.44,73.35,43.1,1117.77,42.34,386.1,19.94,97,19.28,97,18.24,96,40.25,6106.13,24.3,2.9
"Maldives","MDV",2024,1.11,0.11,11.12,9.52,9.89,14.62,42.21,10.14,31.26,0.14,41.78,0.47,46.76,43.98,44.58,1.98,35.37,0.01,39.25,0.01,0.01,0.01,0.01,40.8,34.47,57.66,41.09,38.88,16.68,0.4,40.38,39.31,64.6,14.41,32.82,0.01,30.23,0.01,22.35,0.01,51.61,42.36,46.16,42.3,43.56,44.41,44.76,39.26,0.1,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,27.89,59.31,50.4,0.01675,34.91,42.95,53.67,0.01213,31.14,4.33,44.59,0.00122,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,29.09,31823.21,57.21,8.98654,32.82,79.92,36.2,13.64,57.16,7.76,58.17,12.18,44.09,22843.89,38.3,8714.54,73.91,485.01,20.45,-2248.94,18.18,99.56,15.31,99.7,0.01,100,15.97,99.7,46.26,174.1,35.24,1365.42,29.44,6.3,52.49,119.52,73.35,66.56,56.9,481,14.41,35.98,44.09,29.48,39.01,6.5,32.82,0.14679,0.01,0,0.01,0,25.21,373,36.24,0.07,0.01,0,0.01,0,21.32,6.14,67.18,32712.31,41.04,4333.65,51.86,1446.73,18.59,624,26.88,0.122,0.01,0,0.01,0,53.03,-0.4015,50.23,-0.13418,38.01,0.66775,47.2,-0.02736,48.6,203.56,43.84,551.56,37.72,418.25,47.44,108.7,49.54,56.69,38.3,6,48.37,47.52,35.24,92.13,51.4,94.29,39.7,6.44,40.77,2.01,55.42,23.65,48.84,83.72,26.65,360,46.49,652.89,0.01,99,0.01,99,10.27,98,41.31,5753.22,30.29,3.5
"Mali","MLI",2024,2.29,0.08,65.61,60.79,70.97,65.46,74.37,53,69.18,44.08,69.08,61.73,71.05,81.5,72.93,70.91,54.24,0.01,0.01,0.01,60.5,0.01,2.84,0.01,83.41,93.27,73.18,53.73,54.04,59.53,56.36,43.52,45.05,87.45,84.04,35.95,44,54.15,62.6,60.87,66.91,75.45,81.76,86.48,76.57,74.32,71.57,84.61,59.42,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,57.6,671649.68,63.4,2.88637,57.6,558292.18,62.67,2.39923,59.36,383654.63,62.67,1.64873,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,54.49,1712645.87,65.98,7.35999,39.3,59910.18,37.36,0.25746,0.01,0,0.01,0,0.01,0,0.01,0,79.55,58.94,87.45,8.33,93.27,1.63,93.27,7.04,75.09,2417.33,71.32,323.65,55.67,160.32,51.86,108.64,49.98,83.65,58.43,50.21,48.54,53.38,73,1.2,64.43,7.91,49.3,1144.97,41.83,12.8,45.28,126,45.78,56.13,44.33,297.4,87.45,98.29,85.59,93.57,23.6,4.72,84.04,0.463,40.61,65076,31.83,0.28,47.32,23957,40.92,0.11,53.37,65235.65,54.94,0.68,62.58,534.37,46.73,22468.1,77.87,42832.96,100,3629.01,62.45,1724349.2,62.76,8.034,56.88,431.8,65.13,0.002128,63.18,-0.87945,70.86,-1.19682,87.45,-2.47941,65.09,-0.99932,79.55,9.7,84.04,32.44,100,17.29,74.79,0.65,72.82,440.22,80.51,97.1,71.09,0.16,68.72,32.8,84.04,58.3,45.54,3.49,100,0,80.51,5.89,77.11,2689.3,87.45,6789.24,89.84,21254.42,54.44,77,57.21,72,67.35,44,73.35,466.42,40.11,5
"Malta","MLT",2024,1.03,0.15,7.14,5.62,2.09,30.93,26.68,1.32,34.8,0.16,28.64,0.01,35.66,25.46,37.21,22.59,35.2,0.14,38.93,0.01,0.01,0.01,0.01,31.58,17.17,36.48,29.51,27.43,0.29,0.01,28.78,36.92,30.14,36.51,38.3,41.83,0.01,0.01,0.01,0.01,38.38,33.14,22.05,30.45,24.58,31.93,43.37,34.34,14.86,19.98,445.96,40,0.10707,0.01,0,0.01,0,0.01,0,0.01,0,33.31,151.03,57.66,0.03626,29.42,7.19,39.49,0.00173,32.5,7.19,47.99,0.00173,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,22.75,10142.55,43.83,2.4351,14.41,83.78,20.45,17.06,35.57,12.21,37.42,15.86,30.88,52642.25,28.2,15630.8,31.88,0,23.6,-1342.25,0.01,100,8.15,99.96,0.01,100,0.01,100,22.13,432.06,37.42,1321.3,22.65,4.6,60.19,113,31.68,46.55,28.68,162.52,36.51,47.67,17.28,19.42,67.55,28.25,38.3,0.18627,31.09,13402,56.27,2.48,0.01,0,0.01,0,0.01,0,0.01,0,41.57,70.23,24.91,11394.77,24.91,259.25,26.09,423.36,0.01,0,0.01,0,0.01,0,0.01,0,42.59,0.23868,34.58,0.80439,30.88,0.91342,35.57,0.7872,15.96,548.51,30.46,923.91,30.88,500.35,30.03,4033.13,15.96,2.89,37.86,5.8,32.07,1308.15,22.89,115.23,44.33,98.24,64.59,0.29,38.48,4.17,32.82,73.02,30.46,8.89,35.24,642.23,37.72,188.06,12.88,98,12.29,98,20.71,95,26.65,14789.09,46.5,5.8
"Marshall Islands","MHL",2024,3.12,0.5,19.51,16.36,10.36,43.83,54.42,46.4,55.59,0.14,59.71,0.56,43,46.13,31.5,53.18,50.28,0.01,44.16,28.61,0.01,0.15,0.01,39.23,61.71,30.75,60.94,75.86,48.89,28.81,70.39,46.74,53.99,55.91,56.9,0.01,24.96,0.01,30.81,0.01,47.91,38.59,47.38,37.55,55.17,35.21,28.18,58.1,48.68,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,25.07,32.45,71.8,0.14453,31.06,10.86,67.96,0.04839,30.69,4.3,63.6,0.01914,23.83,45.97,60.96,0.20475,19.41,3.44,39.68,0.01533,20.47,0.04,23.95,0.00018,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,27.27,23.49,41.16,0.10464,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,21.72,8295.11,70.87,36.94747,62.73,65.27,60.71,9.96,28.2,12.82,33.54,16.39,57.92,8127.09,64.11,774.39,93.27,3846.19,61.7,534.73,49.21,85.06,48.58,81.46,22.94,99.75,36.19,64,58.96,28.53,84.04,380.5,39.13,10.16,55.83,117.51,47.9,57.24,60.85,645.26,55.91,58.74,58.69,51.53,42.34,7.21,56.9,0.36572,0.01,0,0.01,0,17.19,28,36.24,0.07,0.01,0,0.01,0,48.37,129.42,84.04,42183.58,51.86,11444.39,60.3,1954.4,20.78,896,45.69,2.156,0.01,0,0.01,0,45.06,0.02913,50.93,-0.1637,40.78,0.53602,36.51,0.72598,53.03,123.32,42.34,577.87,36.82,421.37,38.3,833.22,51.63,70.89,58.96,29.7,37.72,352.47,41.04,79.24,28.2,110.07,22.13,111.75,22.82,37.1,44.33,53.51,57.66,471.06,60.85,3018.63,55.91,1844.18,43.35,86,44.14,86,60.3,54,60.85,1407,41.54,5.2
